Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H0,1991,1991,1991,6,1,1,Import,724,Spain,ESP,410,Rep. of Korea,KOR,,,,,,,,010600,"Animals, live, except farm animals",8,Weight in kilograms,32273,,,,32273,,1213523,,,0
H0,1991,1991,1991,6,1,1,Import,724,Spain,ESP,410,Rep. of Korea,KOR,,,,,,,,030270,"Fish livers and roes, fresh or chilled",8,Weight in kilograms,1625,,,,1625,,1341,,,0
H0,1991,1991,1991,6,1,1,Import,724,Spain,ESP,410,Rep. of Korea,KOR,,,,,,,,030332,"Plaice, frozen, whole",8,Weight in kilograms,8750,,,,8750,,16676,,,0
H0,1991,1991,1991,6,1,1,Import,724,Spain,ESP,410,Rep. of Korea,KOR,,,,,,,,030333,"Sole, frozen, whole",8,Weight in kilograms,62890,,,,62890,,92728,,,0
H0,1991,1991,1991,6,1,1,Import,724,Spain,ESP,410,Rep. of Korea,KOR,,,,,,,,030339,"Flatfish except halibut, plaice or sole, frozen, whol",8,Weight in kilograms,178679,,,,178679,,396779,,,0
H0,1991,1991,1991,6,1,1,Import,724,Spain,ESP,410,Rep. of Korea,KOR,,,,,,,,030341,"Tunas(albacore,longfin), frozen, whole",8,Weight in kilograms,134667,,,,134667,,94621,,,0
H0,1991,1991,1991,6,1,1,Import,724,Spain,ESP,410,Rep. of Korea,KOR,,,,,,,,030342,"Tunas(yellowfin) frozen, whole",8,Weight in kilograms,5375,,,,5375,,7545,,,0
H0,1991,1991,1991,6,1,1,Import,724,Spain,ESP,410,Rep. of Korea,KOR,,,,,,,,030349,"Tunas nes, frozen, whole",8,Weight in kilograms,34160,,,,34160,,67560,,,0
H0,1991,1991,1991,6,1,1,Import,724,Spain,ESP,410,Rep. of Korea,KOR,,,,,,,,030360,"Cod, frozen, whole",8,Weight in kilograms,558,,,,558,,837,,,0
H0,1991,1991,1991,6,1,1,Import,724,Spain,ESP,410,Rep. of Korea,KOR,,,,,,,,030375,"Dogfish and other sharks, frozen, whole",8,Weight in kilograms,63835,,,,63835,,205546,,,0
H0,1991,1991,1991,6,1,1,Import,724,Spain,ESP,410,Rep. of Korea,KOR,,,,,,,,030378,"Hake, frozen, whole",8,Weight in kilograms,62132,,,,62132,,159273,,,0
H0,1991,1991,1991,6,1,1,Import,724,Spain,ESP,410,Rep. of Korea,KOR,,,,,,,,030379,"Fish nes, frozen, whole",8,Weight in kilograms,817500,,,,817500,,3264273,,,0
H0,1991,1991,1991,6,1,1,Import,724,Spain,ESP,410,Rep. of Korea,KOR,,,,,,,,030410,"Fish fillet or meat, fresh or chilled, not liver, roe",8,Weight in kilograms,4687,,,,4687,,45432,,,0
H0,1991,1991,1991,6,1,1,Import,724,Spain,ESP,410,Rep. of Korea,KOR,,,,,,,,030420,"Fish fillets, frozen",8,Weight in kilograms,15250,,,,15250,,40212,,,0
H0,1991,1991,1991,6,1,1,Import,724,Spain,ESP,410,Rep. of Korea,KOR,,,,,,,,030490,"Fish meat & mince, except liver, roe & fillets, froze",8,Weight in kilograms,32058,,,,32058,,103787,,,0
H0,1991,1991,1991,6,1,1,Import,724,Spain,ESP,410,Rep. of Korea,KOR,,,,,,,,030510,"Flours, meals & pellets of fish for human consumption",8,Weight in kilograms,2500,,,,2500,,5022,,,0
H0,1991,1991,1991,6,1,1,Import,724,Spain,ESP,410,Rep. of Korea,KOR,,,,,,,,030551,"Cod dried, whether or not salted but not smoked",8,Weight in kilograms,390,,,,390,,7814,,,0
H0,1991,1991,1991,6,1,1,Import,724,Spain,ESP,410,Rep. of Korea,KOR,,,,,,,,030559,"Dried fish, other than cod, not smoked",8,Weight in kilograms,11500,,,,11500,,52949,,,0
H0,1991,1991,1991,6,1,1,Import,724,Spain,ESP,410,Rep. of Korea,KOR,,,,,,,,030611,"Rock lobster and other sea crawfish, frozen",8,Weight in kilograms,2375,,,,2375,,17286,,,0
H0,1991,1991,1991,6,1,1,Import,724,Spain,ESP,410,Rep. of Korea,KOR,,,,,,,,030613,"Shrimps and prawns, frozen",8,Weight in kilograms,34187,,,,34187,,250656,,,0
H0,1991,1991,1991,6,1,1,Import,724,Spain,ESP,410,Rep. of Korea,KOR,,,,,,,,030749,"Cuttle fish, squid, frozen, dried, salted or in brine",8,Weight in kilograms,541625,,,,541625,,1157346,,,0
H0,1991,1991,1991,6,1,1,Import,724,Spain,ESP,410,Rep. of Korea,KOR,,,,,,,,030759,"Octopus, frozen, dried, salted or in brine",8,Weight in kilograms,59535,,,,59535,,156330,,,0
H0,1991,1991,1991,6,1,2,Export,724,Spain,ESP,410,Rep. of Korea,KOR,,,,,,,,030759,"Octopus, frozen, dried, salted or in brine",8,Weight in kilograms,29371,,,,29371,,61776,,,0
H0,1991,1991,1991,6,1,1,Import,724,Spain,ESP,410,Rep. of Korea,KOR,,,,,,,,030799,"Aquatic invertebrates nes, frozen or preserved",8,Weight in kilograms,2625,,,,2625,,3286,,,0
H0,1991,1991,1991,6,1,2,Export,724,Spain,ESP,410,Rep. of Korea,KOR,,,,,,,,050790,"Whalebone, horns, etc unworked or simply prepared nes",8,Weight in kilograms,14125,,,,14125,,170479,,,0
