Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H5,2019,2019,2019,6,1,2,Export,392,Japan,JPN,410,Rep. of Korea,KOR,,,,,,,,010121,"Horses; live, pure-bred breeding animals",5,Number of items,1,,,,,,9172,,,4
H5,2019,2019,2019,6,1,2,Export,392,Japan,JPN,410,Rep. of Korea,KOR,,,,,,,,010129,"Horses; live, other than pure-bred breeding animals",5,Number of items,4,,,,,,181105,,,4
H5,2019,2019,2019,6,1,2,Export,392,Japan,JPN,410,Rep. of Korea,KOR,,,,,,,,010614,"Mammals; live, rabbits and hares",5,Number of items,96,,,,18689,,43992,,,4
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,410,Rep. of Korea,KOR,,,,,,,,010619,"Mammals; live, other than primates, whales, dolphins, porpoises (mammals of the order Cetacea); manatees, dugongs (mammals of the order Sirenia); seals, sea lions, walruses (mammals of the suborder Pinnipedia), camels, other camelids, rabbits and hares",1,No Quantity,0,,,,3077,,246883,,,2
H5,2019,2019,2019,6,1,2,Export,392,Japan,JPN,410,Rep. of Korea,KOR,,,,,,,,010619,"Mammals; live, other than primates, whales, dolphins, porpoises (mammals of the order Cetacea); manatees, dugongs (mammals of the order Sirenia); seals, sea lions, walruses (mammals of the suborder Pinnipedia), camels, other camelids, rabbits and hares",5,Number of items,112710,,,,26659,,3491203,,,4
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,410,Rep. of Korea,KOR,,,,,,,,010620,Reptiles; live (including snakes and turtles),5,Number of items,294,,,,2,,5669,,,2
H5,2019,2019,2019,6,1,2,Export,392,Japan,JPN,410,Rep. of Korea,KOR,,,,,,,,030111,"Fish; live, ornamental, freshwater",8,Weight in kilograms,254,,,,254,,20611,,,0
H5,2019,2019,2019,6,1,2,Export,392,Japan,JPN,410,Rep. of Korea,KOR,,,,,,,,030119,"Fish; live, ornamental, other than freshwater",8,Weight in kilograms,350,,,,350,,24032,,,0
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,410,Rep. of Korea,KOR,,,,,,,,030199,"Fish; live, n.e.c. in heading 0301",8,Weight in kilograms,3813574,,,,3813574,,42941473,,,0
H5,2019,2019,2019,6,1,2,Export,392,Japan,JPN,410,Rep. of Korea,KOR,,,,,,,,030199,"Fish; live, n.e.c. in heading 0301",8,Weight in kilograms,5440330,,,,5440330,,47515273,,,0
