Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H0,1991,1991,1991,6,1,2,Export,36,Australia,AUS,410,Rep. of Korea,KOR,,,,,,,,010111,"Horses, live pure-bred breeding",8,Weight in kilograms,80101,,,,80101,,516446,,,0
H0,1991,1991,1991,6,1,2,Export,36,Australia,AUS,410,Rep. of Korea,KOR,,,,,,,,010119,"Horses, live except pure-bred breeding",8,Weight in kilograms,3125,,,,3125,,158202,,,0
H0,1991,1991,1991,6,1,2,Export,36,Australia,AUS,410,Rep. of Korea,KOR,,,,,,,,010420,"Goats, live",8,Weight in kilograms,429187,,,,429187,,1376197,,,0
H0,1991,1991,1991,6,1,2,Export,36,Australia,AUS,410,Rep. of Korea,KOR,,,,,,,,010600,"Animals, live, except farm animals",8,Weight in kilograms,8375,,,,8375,,96047,,,0
H0,1991,1991,1991,6,1,2,Export,36,Australia,AUS,410,Rep. of Korea,KOR,,,,,,,,020110,"Bovine carcasses and half carcasses, fresh or chilled",8,Weight in kilograms,7923269,,,,7923269,,15517217,,,0
H0,1991,1991,1991,6,1,2,Export,36,Australia,AUS,410,Rep. of Korea,KOR,,,,,,,,020120,"Bovine cuts bone in, fresh or chilled",8,Weight in kilograms,5518640,,,,5518640,,10004997,,,0
H0,1991,1991,1991,6,1,2,Export,36,Australia,AUS,410,Rep. of Korea,KOR,,,,,,,,020130,"Bovine cuts boneless, fresh or chilled",8,Weight in kilograms,164078,,,,164078,,429982,,,0
H0,1991,1991,1991,6,1,2,Export,36,Australia,AUS,410,Rep. of Korea,KOR,,,,,,,,020210,"Bovine carcasses and half carcasses, frozen",8,Weight in kilograms,19729707,,,,19729707,,39872117,,,0
H0,1991,1991,1991,6,1,2,Export,36,Australia,AUS,410,Rep. of Korea,KOR,,,,,,,,020220,"Bovine cuts bone in, frozen",8,Weight in kilograms,52258718,,,,52258718,,99626083,,,0
H0,1991,1991,1991,6,1,2,Export,36,Australia,AUS,410,Rep. of Korea,KOR,,,,,,,,020230,"Bovine cuts boneless, frozen",8,Weight in kilograms,4974167,,,,4974167,,17880583,,,0
H0,1991,1991,1991,6,1,2,Export,36,Australia,AUS,410,Rep. of Korea,KOR,,,,,,,,020329,"Swine cuts, frozen nes",8,Weight in kilograms,18984,,,,18984,,30904,,,0
H0,1991,1991,1991,6,1,2,Export,36,Australia,AUS,410,Rep. of Korea,KOR,,,,,,,,020410,"Lamb carcasses and half carcasses, fresh or chilled",8,Weight in kilograms,23343,,,,23343,,40046,,,0
H0,1991,1991,1991,6,1,2,Export,36,Australia,AUS,410,Rep. of Korea,KOR,,,,,,,,020421,"Sheep carcasses and half carcasses, fresh or chilled",8,Weight in kilograms,63269,,,,63269,,67760,,,0
H0,1991,1991,1991,6,1,2,Export,36,Australia,AUS,410,Rep. of Korea,KOR,,,,,,,,020422,"Sheep cuts, bone in, fresh or chilled",8,Weight in kilograms,3187,,,,3187,,10510,,,0
