Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H0,1991,1991,1991,6,1,2,Export,842,USA,USA,410,Rep. of Korea,KOR,,,,,,,,010119,"Horses, live except pure-bred breeding",5,Number of items,20,,,,0,,580000,,,0
H0,1991,1991,1991,6,1,2,Export,842,USA,USA,410,Rep. of Korea,KOR,,,,,,,,010210,"Bovine animals, live pure-bred breeding",5,Number of items,2663,,,,0,,2122050,,,0
H0,1991,1991,1991,6,1,2,Export,842,USA,USA,410,Rep. of Korea,KOR,,,,,,,,010310,"Swine, live pure-bred breeding",5,Number of items,2506,,,,0,,670354,,,0
H0,1991,1991,1991,6,1,2,Export,842,USA,USA,410,Rep. of Korea,KOR,,,,,,,,010392,"Swine, live except pure-bred breeding > 50 kg",5,Number of items,12,,,,0,,2600,,,0
H0,1991,1991,1991,6,1,2,Export,842,USA,USA,410,Rep. of Korea,KOR,,,,,,,,010511,"Fowls, live domestic < 185 grams",5,Number of items,946703,,,,0,,2126516,,,0
H0,1991,1991,1991,6,1,2,Export,842,USA,USA,410,Rep. of Korea,KOR,,,,,,,,010519,"Poultry, live except domestic fowls, < 185 grams",5,Number of items,260164,,,,0,,182115,,,0
H0,1991,1991,1991,6,1,2,Export,842,USA,USA,410,Rep. of Korea,KOR,,,,,,,,010591,"Fowls, live domestic > 185 grams",5,Number of items,26702,,,,0,,60000,,,0
H0,1991,1991,1991,6,1,1,Import,842,USA,USA,410,Rep. of Korea,KOR,,,,,,,,010600,"Animals, live, except farm animals",1,No Quantity,0,,,,0,,16240,,,0
H0,1991,1991,1991,6,1,2,Export,842,USA,USA,410,Rep. of Korea,KOR,,,,,,,,010600,"Animals, live, except farm animals",1,No Quantity,0,,,,0,,687999,,,0
H0,1991,1991,1991,6,1,2,Export,842,USA,USA,410,Rep. of Korea,KOR,,,,,,,,020110,"Bovine carcasses and half carcasses, fresh or chilled",8,Weight in kilograms,339312,,,,339312,,1562694,,,0
H0,1991,1991,1991,6,1,2,Export,842,USA,USA,410,Rep. of Korea,KOR,,,,,,,,020120,"Bovine cuts bone in, fresh or chilled",8,Weight in kilograms,2802375,,,,2802375,,7763832,,,0
H0,1991,1991,1991,6,1,2,Export,842,USA,USA,410,Rep. of Korea,KOR,,,,,,,,020130,"Bovine cuts boneless, fresh or chilled",8,Weight in kilograms,1363750,,,,1363750,,3778066,,,0
H0,1991,1991,1991,6,1,2,Export,842,USA,USA,410,Rep. of Korea,KOR,,,,,,,,020210,"Bovine carcasses and half carcasses, frozen",8,Weight in kilograms,28824,,,,28824,,73404,,,0
H0,1991,1991,1991,6,1,2,Export,842,USA,USA,410,Rep. of Korea,KOR,,,,,,,,020220,"Bovine cuts bone in, frozen",8,Weight in kilograms,6668488,,,,6668488,,23705804,,,0
H0,1991,1991,1991,6,1,2,Export,842,USA,USA,410,Rep. of Korea,KOR,,,,,,,,020230,"Bovine cuts boneless, frozen",8,Weight in kilograms,37738304,,,,37738304,,139907071,,,0
H0,1991,1991,1991,6,1,2,Export,842,USA,USA,410,Rep. of Korea,KOR,,,,,,,,020312,"Swine hams, shoulders & cuts bone in, fresh or chille",8,Weight in kilograms,91531,,,,91531,,54410,,,0
H0,1991,1991,1991,6,1,2,Export,842,USA,USA,410,Rep. of Korea,KOR,,,,,,,,020319,"Swine cuts, fresh or chilled, nes",8,Weight in kilograms,29601,,,,29601,,155000,,,0
H0,1991,1991,1991,6,1,2,Export,842,USA,USA,410,Rep. of Korea,KOR,,,,,,,,020321,"Swine carcasses and half carcasses, frozen",8,Weight in kilograms,15125,,,,15125,,34649,,,0
H0,1991,1991,1991,6,1,2,Export,842,USA,USA,410,Rep. of Korea,KOR,,,,,,,,020322,"Hams, shoulders and cuts, of swine, bone in, frozen",8,Weight in kilograms,46070,,,,46070,,178664,,,0
H0,1991,1991,1991,6,1,2,Export,842,USA,USA,410,Rep. of Korea,KOR,,,,,,,,020329,"Swine cuts, frozen nes",8,Weight in kilograms,1003875,,,,1003875,,2274906,,,0
H0,1991,1991,1991,6,1,2,Export,842,USA,USA,410,Rep. of Korea,KOR,,,,,,,,020442,"Sheep cuts, bone in, frozen",8,Weight in kilograms,38144,,,,38144,,175425,,,0
H0,1991,1991,1991,6,1,2,Export,842,USA,USA,410,Rep. of Korea,KOR,,,,,,,,020443,"Sheep cuts, boneless, frozen",8,Weight in kilograms,25199,,,,25199,,116837,,,0
H0,1991,1991,1991,6,1,2,Export,842,USA,USA,410,Rep. of Korea,KOR,,,,,,,,020610,"Bovine edible offal, fresh or chilled",8,Weight in kilograms,1160500,,,,1160500,,2111857,,,0
H0,1991,1991,1991,6,1,2,Export,842,USA,USA,410,Rep. of Korea,KOR,,,,,,,,020621,"Bovine tongues, frozen",8,Weight in kilograms,16000,,,,16000,,147406,,,0
H0,1991,1991,1991,6,1,2,Export,842,USA,USA,410,Rep. of Korea,KOR,,,,,,,,020629,"Bovine edible offal, frozen except livers and tongues",8,Weight in kilograms,2402000,,,,2402000,,6308718,,,0
H0,1991,1991,1991,6,1,2,Export,842,USA,USA,410,Rep. of Korea,KOR,,,,,,,,020649,"Swine edible offal, frozen except livers",8,Weight in kilograms,175437,,,,175437,,146059,,,0
H0,1991,1991,1991,6,1,2,Export,842,USA,USA,410,Rep. of Korea,KOR,,,,,,,,020680,"Sheep, goat, ass, mule, hinnie offal, fresh or chille",8,Weight in kilograms,36062,,,,36062,,45281,,,0
H0,1991,1991,1991,6,1,2,Export,842,USA,USA,410,Rep. of Korea,KOR,,,,,,,,020710,"Poultry, domestic, whole, fresh or chilled",8,Weight in kilograms,17296,,,,17296,,22100,,,0
H0,1991,1991,1991,6,1,2,Export,842,USA,USA,410,Rep. of Korea,KOR,,,,,,,,020721,"Fowls, domestic, whole, frozen",8,Weight in kilograms,39917,,,,39917,,45800,,,0
H0,1991,1991,1991,6,1,2,Export,842,USA,USA,410,Rep. of Korea,KOR,,,,,,,,020722,"Turkeys, domestic, whole, frozen",8,Weight in kilograms,238976,,,,238976,,512402,,,0
H0,1991,1991,1991,6,1,2,Export,842,USA,USA,410,Rep. of Korea,KOR,,,,,,,,020739,"Poultry cuts & offal, except livers, fresh or chilled",8,Weight in kilograms,85980,,,,85980,,117733,,,0
