Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H0,1992,1992,1992,6,1,2,Export,842,USA,USA,410,Rep. of Korea,KOR,,,,,,,,010119,"Horses, live except pure-bred breeding",5,Number of items,3,,,,0,,669000,,,0
H0,1992,1992,1992,6,1,2,Export,842,USA,USA,410,Rep. of Korea,KOR,,,,,,,,010210,"Bovine animals, live pure-bred breeding",5,Number of items,789,,,,0,,591699,,,0
H0,1992,1992,1992,6,1,2,Export,842,USA,USA,410,Rep. of Korea,KOR,,,,,,,,010511,"Fowls, live domestic < 185 grams",5,Number of items,966023,,,,0,,2523818,,,0
H0,1992,1992,1992,6,1,2,Export,842,USA,USA,410,Rep. of Korea,KOR,,,,,,,,010599,"Poultry, live except domestic fowls, > 185 grams",5,Number of items,800,,,,0,,2600,,,0
H0,1992,1992,1992,6,1,1,Import,842,USA,USA,410,Rep. of Korea,KOR,,,,,,,,010600,"Animals, live, except farm animals",1,No Quantity,0,,,,0,,29095,,,0
H0,1992,1992,1992,6,1,2,Export,842,USA,USA,410,Rep. of Korea,KOR,,,,,,,,010600,"Animals, live, except farm animals",1,No Quantity,0,,,,0,,993644,,,0
H0,1992,1992,1992,6,1,2,Export,842,USA,USA,410,Rep. of Korea,KOR,,,,,,,,020110,"Bovine carcasses and half carcasses, fresh or chilled",8,Weight in kilograms,2931375,,,,2931375,,11925753,,,0
H0,1992,1992,1992,6,1,2,Export,842,USA,USA,410,Rep. of Korea,KOR,,,,,,,,020120,"Bovine cuts bone in, fresh or chilled",8,Weight in kilograms,665562,,,,665562,,2412845,,,0
H0,1992,1992,1992,6,1,2,Export,842,USA,USA,410,Rep. of Korea,KOR,,,,,,,,020130,"Bovine cuts boneless, fresh or chilled",8,Weight in kilograms,2657000,,,,2657000,,10507658,,,0
H0,1992,1992,1992,6,1,2,Export,842,USA,USA,410,Rep. of Korea,KOR,,,,,,,,020210,"Bovine carcasses and half carcasses, frozen",8,Weight in kilograms,15312,,,,15312,,75255,,,0
H0,1992,1992,1992,6,1,2,Export,842,USA,USA,410,Rep. of Korea,KOR,,,,,,,,020220,"Bovine cuts bone in, frozen",8,Weight in kilograms,6947894,,,,6947894,,27161983,,,0
H0,1992,1992,1992,6,1,2,Export,842,USA,USA,410,Rep. of Korea,KOR,,,,,,,,020230,"Bovine cuts boneless, frozen",8,Weight in kilograms,41752156,,,,41752156,,159487658,,,0
H0,1992,1992,1992,6,1,2,Export,842,USA,USA,410,Rep. of Korea,KOR,,,,,,,,020312,"Swine hams, shoulders & cuts bone in, fresh or chille",8,Weight in kilograms,7375,,,,7375,,27921,,,0
H0,1992,1992,1992,6,1,2,Export,842,USA,USA,410,Rep. of Korea,KOR,,,,,,,,020319,"Swine cuts, fresh or chilled, nes",8,Weight in kilograms,9375,,,,9375,,44746,,,0
H0,1992,1992,1992,6,1,2,Export,842,USA,USA,410,Rep. of Korea,KOR,,,,,,,,020329,"Swine cuts, frozen nes",8,Weight in kilograms,358375,,,,358375,,1389550,,,0
H0,1992,1992,1992,6,1,2,Export,842,USA,USA,410,Rep. of Korea,KOR,,,,,,,,020442,"Sheep cuts, bone in, frozen",8,Weight in kilograms,30144,,,,30144,,82960,,,0
H0,1992,1992,1992,6,1,2,Export,842,USA,USA,410,Rep. of Korea,KOR,,,,,,,,020443,"Sheep cuts, boneless, frozen",8,Weight in kilograms,34164,,,,34164,,151401,,,0
H0,1992,1992,1992,6,1,2,Export,842,USA,USA,410,Rep. of Korea,KOR,,,,,,,,020610,"Bovine edible offal, fresh or chilled",8,Weight in kilograms,426625,,,,426625,,602424,,,0
H0,1992,1992,1992,6,1,2,Export,842,USA,USA,410,Rep. of Korea,KOR,,,,,,,,020621,"Bovine tongues, frozen",8,Weight in kilograms,4312,,,,4312,,47272,,,0
H0,1992,1992,1992,6,1,2,Export,842,USA,USA,410,Rep. of Korea,KOR,,,,,,,,020622,"Bovine livers, frozen",8,Weight in kilograms,18062,,,,18062,,26585,,,0
H0,1992,1992,1992,6,1,2,Export,842,USA,USA,410,Rep. of Korea,KOR,,,,,,,,020629,"Bovine edible offal, frozen except livers and tongues",8,Weight in kilograms,3330500,,,,3330500,,4609248,,,0
H0,1992,1992,1992,6,1,2,Export,842,USA,USA,410,Rep. of Korea,KOR,,,,,,,,020649,"Swine edible offal, frozen except livers",8,Weight in kilograms,19105,,,,19105,,19320,,,0
H0,1992,1992,1992,6,1,2,Export,842,USA,USA,410,Rep. of Korea,KOR,,,,,,,,020690,"Sheep, goat, ass, mule, hinnie edible offal, frozen",8,Weight in kilograms,51000,,,,51000,,21121,,,0
H0,1992,1992,1992,6,1,2,Export,842,USA,USA,410,Rep. of Korea,KOR,,,,,,,,020721,"Fowls, domestic, whole, frozen",8,Weight in kilograms,54296,,,,54296,,62126,,,0
H0,1992,1992,1992,6,1,2,Export,842,USA,USA,410,Rep. of Korea,KOR,,,,,,,,020722,"Turkeys, domestic, whole, frozen",8,Weight in kilograms,145300,,,,145300,,242149,,,0
H0,1992,1992,1992,6,1,2,Export,842,USA,USA,410,Rep. of Korea,KOR,,,,,,,,020723,"Ducks, geese and guinea fowls, domestic, whole, froze",8,Weight in kilograms,16363,,,,16363,,44386,,,0
H0,1992,1992,1992,6,1,2,Export,842,USA,USA,410,Rep. of Korea,KOR,,,,,,,,020739,"Poultry cuts & offal, except livers, fresh or chilled",8,Weight in kilograms,172902,,,,172902,,323627,,,0
H0,1992,1992,1992,6,1,2,Export,842,USA,USA,410,Rep. of Korea,KOR,,,,,,,,020741,"Fowl cuts & offal, domestic, except livers, frozen",8,Weight in kilograms,3334875,,,,3334875,,5170294,,,0
H0,1992,1992,1992,6,1,2,Export,842,USA,USA,410,Rep. of Korea,KOR,,,,,,,,020742,"Turkey cuts & offal, except livers, frozen",8,Weight in kilograms,7407195,,,,7407195,,14454453,,,0
H0,1992,1992,1992,6,1,2,Export,842,USA,USA,410,Rep. of Korea,KOR,,,,,,,,020810,"Rabbit or hare meat, offal, fresh, chilled or frozen",8,Weight in kilograms,61738,,,,61738,,147526,,,0
H0,1992,1992,1992,6,1,2,Export,842,USA,USA,410,Rep. of Korea,KOR,,,,,,,,021011,"Hams and shoulders, swine, salted, dried or smoked",8,Weight in kilograms,11437,,,,11437,,43102,,,0
H0,1992,1992,1992,6,1,2,Export,842,USA,USA,410,Rep. of Korea,KOR,,,,,,,,021012,"Bellies (streaky) of swine, salted, dried or smoked",8,Weight in kilograms,86082,,,,86082,,245800,,,0
H0,1992,1992,1992,6,1,2,Export,842,USA,USA,410,Rep. of Korea,KOR,,,,,,,,021019,"Swine meat, salted/dried/smoked not ham/shoulder/bell",8,Weight in kilograms,14375,,,,14375,,29380,,,0
H0,1992,1992,1992,6,1,2,Export,842,USA,USA,410,Rep. of Korea,KOR,,,,,,,,021020,"Bovine meat salted, dried or smoked",8,Weight in kilograms,10812,,,,10812,,173231,,,0
