czone,statefip,city,yr,d_tradejakor_pw,d_tradeuskor_pw,t2,timepwt48,reg_midatl,reg_encen,reg_wncen,reg_satl,reg_escen,reg_wscen,reg_mount,reg_pacif,l_popcount,l_no_workers_totcbp,l_shind_manuf_cbp,l_sh_popedu_c,l_sh_popfborn,l_sh_empl_f,l_sh_routine33,l_task_outsource,l_sh_empl,l_sh_empl_mfg,l_sh_empl_mfg_m,l_sh_empl_mfg_f,l_sh_empl_mfg_edu_nc,l_sh_empl_mfg_edu_c,l_sh_empl_mfg_age1634,l_sh_empl_mfg_age3549,l_sh_empl_mfg_age5064,l_sh_empl_nmfg,l_sh_empl_nmfg_m,l_sh_empl_nmfg_f,l_sh_empl_nmfg_edu_nc,l_sh_empl_nmfg_edu_c,l_sh_empl_nmfg_age1634,l_sh_empl_nmfg_age3549,l_sh_empl_nmfg_age5064,l_sh_unempl,l_sh_unempl_m,l_sh_unempl_f,l_sh_unempl_edu_nc,l_sh_unempl_edu_c,l_sh_unempl_age1634,l_sh_unempl_age3549,l_sh_unempl_age5064,l_sh_nilf,l_sh_nilf_m,l_sh_nilf_f,l_sh_nilf_edu_nc,l_sh_nilf_edu_c,l_sh_nilf_age1634,l_sh_nilf_age3549,l_sh_nilf_age5064,l_sh_ssadiswkrs,l_avg_lnwkwage_mfg,l_avg_lnwkwage_nmfg,l_trans_totindiv_pc,l_trans_totmed_pc,l_trans_fedinc_pc,l_trans_othinc_pc,l_trans_unemp_pc,l_trans_taaimp_pc,l_trans_totedu_pc,l_trans_ssaret_pc,l_trans_ssadis_pc,l_avg_hhincsum_pc_pw,l_avg_hhincwage_pc_pw,l_tradeusch_pw,l_tradeotch_pw,d_tradeusch_pw,d_tradeotch_pw_lag,lnchg_popworkage,lnchg_popworkage_edu_c,lnchg_popworkage_edu_nc,lnchg_popworkage_age1634,lnchg_popworkage_age3549,lnchg_popworkage_age5064,d_popcount,d_sh_empl,d_sh_empl_mfg,d_sh_empl_nmfg,d_sh_empl_mfg_m,d_sh_empl_nmfg_m,d_sh_empl_mfg_f,d_sh_empl_nmfg_f,d_sh_empl_mfg_edu_nc,d_sh_empl_nmfg_edu_nc,d_sh_empl_mfg_edu_c,d_sh_empl_nmfg_edu_c,d_sh_empl_mfg_age1634,d_sh_empl_nmfg_age1634,d_sh_empl_mfg_age3549,d_sh_empl_nmfg_age3549,d_sh_empl_mfg_age5064,d_sh_empl_nmfg_age5064,d_sh_empl_edu_c,d_sh_empl_edu_nc,d_sh_unempl,d_sh_unempl_m,d_sh_unempl_f,d_sh_unempl_edu_nc,d_sh_unempl_edu_c,d_sh_unempl_age1634,d_sh_unempl_age3549,d_sh_unempl_age5064,d_sh_nilf,d_sh_nilf_m,d_sh_nilf_f,d_sh_nilf_edu_nc,d_sh_nilf_edu_c,d_sh_nilf_age1634,d_sh_nilf_age3549,d_sh_nilf_age5064,d_sh_ssadiswkrs,d_avg_lnwkwage,d_avg_lnwkwage_c,d_avg_lnwkwage_nc,d_avg_lnwkwage_m,d_avg_lnwkwage_f,d_avg_lnwkwage_c_m,d_avg_lnwkwage_c_f,d_avg_lnwkwage_nc_m,d_avg_lnwkwage_nc_f,d_avg_lnwkwage_mfg,d_avg_lnwkwage_mfg_c,d_avg_lnwkwage_mfg_nc,d_avg_lnwkwage_nmfg,d_avg_lnwkwage_nmfg_c,d_avg_lnwkwage_nmfg_nc,lnchg_no_empl,lnchg_no_empl_mfg,lnchg_no_empl_nmfg,lnchg_no_empl_mfg_edu_nc,lnchg_no_empl_nmfg_edu_nc,lnchg_no_empl_mfg_edu_c,lnchg_no_empl_nmfg_edu_c,lnchg_no_unempl,lnchg_no_nilf,lnchg_no_ssadiswkrs,lnchg_trans_totindiv_pc,lnchg_trans_totmed_pc,lnchg_trans_fedinc_pc,lnchg_trans_othinc_pc,lnchg_trans_unemp_pc,lnchg_trans_taaimp_pc,lnchg_trans_totedu_pc,lnchg_trans_ssaret_pc,lnchg_trans_ssadis_pc,d_trans_totindiv_pc,d_trans_totmed_pc,d_trans_fedinc_pc,d_trans_othinc_pc,d_trans_unemp_pc,d_trans_taaimp_pc,d_trans_totedu_pc,d_trans_ssaret_pc,d_trans_ssadis_pc,relchg_avg_hhincsum_pc_pw,relchg_avg_hhincwage_pc_pw,relchg_avg_hhincbusinv_pc_pw,relchg_avg_hhinctrans_pc_pw,relchg_avg_hhincrest_pc_pw,relchg_med_hhincsum_pc_pw,relchg_med_hhincwage_pc_pw,d_avg_hhincsum_pc_pw,d_avg_hhincwage_pc_pw,d_avg_hhincbusinv_pc_pw,d_avg_hhinctrans_pc_pw,d_avg_hhincrest_pc_pw,d_med_hhincsum_pc_pw,d_med_hhincwage_pc_pw,d_tradex_usch_pw,d_tradex_otch_pw_lag,d_tradeusch_netinput_pw,d_inputotch_pw_lag,d_netimpusch_pw,d_expotch_pw_lag,d_traderes_pw_lag,d_nettradefactor_usch_io,d_tradefactor_otch_lag_io,d_expfactor_otch_lag_io,d_tradeuschlw_pw,d_tradeotchlw_pw_lag,d_tradeuschce_pw,d_tradeotchce_pw_lag,d_tradeusce_pw,d_tradeotce_pw_lag,d_tradeushi_pw,d_tradeothi_pw_lag
3003,28,undefined,1990,0.064864224,0.54839105,0,0.001971083,0,0,0,0,1,0,0,0,485772.5314,179496,17.674633,50.274033,1.5682999,63.429611,34.667732,0.056881011,68.659302,10.854193,13.782742,8.2332058,13.132605,8.5208998,9.9329758,13.473065,8.9867973,57.805115,60.719944,55.196404,44.937645,70.982529,54.075932,67.2658,52.0406,5.269145,5.3064179,5.2357869,6.6684527,3.8361316,7.9908266,3.1419921,1.9592689,26.071548,20.190901,31.334602,35.261299,16.660442,28.000269,16.119143,37.013332,2.8484054,6.2563567,6.2493191,2917.9036,838.64233,364.42239,90.167572,48.987827,0.29228553,115.83044,870.35309,192.44896,26261.439,19392.146,0.217240896,0.296587852,0.643649637,0.927684384,12.445067,21.158253,3.1348965,0.54659843,24.505173,19.462816,59062.332,-1.3954401,-2.8961406,1.5007019,-3.1127491,0.18512607,-2.6874192,2.6868761,-3.5253718,0.95300376,-1.9732103,-0.20419955,-3.5605028,1.0659933,-3.3260546,-0.26863813,-1.4412977,2.9667139,-2.1774099,-2.5723681,-0.30925497,-0.39510354,-0.23268834,-0.19214898,-0.1730632,-0.15786365,0.20597391,-0.14793706,1.7046958,3.3227251,0.23323298,2.7645171,2.3504705,2.6523681,3.3887162,-1.3774812,1.182132,15.62562,13.406706,13.330507,14.18972,18.185806,12.350988,16.679573,12.962246,12.476778,13.379192,8.3906651,13.72366,16.058636,14.208889,13.821316,10.391718,-18.591648,15.008079,-28.123287,5.2334447,-5.1827111,20.870167,6.3966146,18.778715,47.159107,35.470955,69.434402,-24.40291,105.38464,-24.141363,146.02534,21.717554,18.520052,43.260895,1242.3456,840.65106,-78.910263,168.49289,-10.507073,0.96660322,28.096087,177.08182,104.1675,25.585821,20.786997,37.582905,20.356087,66.470459,21.361483,17.701376,6719.2051,4031.0449,2095.9922,117.78857,474.38025,4244.8965,2841.1143,0.688067513,0.972467841,0.52411407,0.133048993,0.48095936,0.343367132,0.316578837,0.44405985,1.043246948,0.287365723,0.89782971,1.0178607,2.1299627,0.93425345,1.486313138,0.006569066,1.878693821,0.414727505
3101,28,undefined,1990,-0.0872282,0.05977786,0,0.000397385,0,0,0,0,1,0,0,0,97935.37934,19688,32.429279,34.988033,0.79991204,48.690147,26.121477,-0.72803736,56.62991,12.836186,17.39328,8.7095757,13.977541,10.658484,11.787961,15.841879,10.707859,43.793724,48.004662,39.980568,35.169418,60.248913,40.028111,54.116077,36.826591,7.3212481,7.5222478,7.1392365,8.3639908,5.331696,10.125444,5.9618454,3.4735668,36.048843,27.079811,44.170616,42.489056,23.760908,38.058487,24.080198,48.991982,4.181653,6.157886,6.1577129,3867.9438,1138.771,569.92273,129.50008,72.369011,0.43178916,63.13073,1008.659,276.34244,19117.855,13793.233,0.249455145,0.580337055,0.758193404,1.447221837,6.1549101,11.273491,3.3637803,-12.665744,19.825304,19.692539,5012.7769,1.4251292,-1.5902147,3.0153453,-3.5033286,1.419282,0.13128445,4.4498625,-2.3677692,3.1146348,-0.053852797,1.588887,-2.0735898,2.9717417,-2.3358808,1.0576308,-0.40585771,3.7112923,1.5350342,0.74686557,-1.665812,-0.81988645,-2.4361424,-1.7899976,-1.2955815,-0.65931606,-2.1471744,-0.87796283,0.24068356,2.9039354,-2.1450043,1.043129,-0.23945272,-0.23883581,3.4254253,-2.4274707,1.3907425,5.9454918,5.6549549,4.8047543,4.2664528,12.813807,7.4685574,9.7204208,1.8844604,12.844563,4.2292118,-0.92220306,4.7346592,6.4492702,6.9592953,5.0143719,8.6403322,-7.0709147,12.813552,-15.196686,11.84944,10.766959,13.87652,-19.661451,6.8203492,34.866749,31.129303,65.087059,-20.743158,93.928162,-9.973793,160.19293,45.058067,13.26734,37.918518,1412.5314,1044.4912,-106.76429,201.77965,-6.8696589,1.7110066,35.935471,143.1055,127.41974,22.44137,11.719797,59.108269,16.189999,44.939579,13.678932,3.7203994,4290.3086,1616.5391,2191.7195,137.66724,344.38312,1939.4648,390.35449,0.787390051,1.480636488,0.63283336,0.136807757,0.66216135,0.198051762,0.426466262,0.78766984,2.08042602,0.166012961,1.1188198,1.6488284,2.6404121,1.4594365,1.882218769,0.012214688,3.988989162,-1.234318678
3102,28,undefined,1990,-0.165322846,-0.041751446,0,0.000169977,0,0,0,0,1,0,0,0,41890.69624,10132,27.74378,34.972973,0.73022079,48.868877,26.24918,-0.72190994,55.831242,12.665222,17.125547,8.631259,13.915871,10.270675,11.473043,15.872166,10.540846,43.166019,46.403934,40.237617,34.154381,60.420124,39.07613,53.499378,36.817669,7.7598,8.2538538,7.3129711,8.9462271,5.4882097,10.625746,6.5613284,3.7143934,36.408955,28.216663,43.818153,42.983521,23.82099,38.825081,24.067131,48.927094,4.3872051,6.170682,6.1297989,3702.2566,1135.0629,404.22067,98.534241,86.042999,0.51337498,50.03474,1074.8048,314.44427,18776.459,13435.272,0.52367264,1.252755261,0.603202103,1.572979765,14.45389,26.831881,7.3235765,8.7231655,19.313202,18.506952,4789.7422,1.6379714,-2.1561294,3.7941008,-3.7025154,3.1140208,-0.82394707,4.3508978,-2.6618085,5.3189964,-0.93513578,-1.6660869,-2.7369573,3.9811401,-2.1876664,1.6920269,-1.3170428,5.5540414,-2.6012228,2.6571877,-1.3507717,-2.3570426,-0.42902008,-2.6450858,1.090772,-0.26279241,-1.9906998,-1.8687702,-0.28719604,2.9455364,-3.0979304,-0.012099743,1.5104532,-0.98139346,2.4863362,-2.3682296,2.0274467,10.175514,4.3560028,13.410282,7.4514389,17.765188,4.6852589,9.1945648,8.7444782,23.202324,6.8345547,-1.2043953,8.190012,11.346102,5.7597637,15.622759,17.345465,-4.2080121,22.878401,-13.906511,21.797138,17.285461,24.035641,-4.6709991,13.661951,52.44313,33.793758,61.103813,-25.713333,99.69342,-14.429797,155.73691,32.009872,20.659697,47.576874,1488.5034,956.11224,-91.650932,168.48972,-11.561617,1.9232656,18.876291,246.65367,191.57544,17.073376,22.200636,-5.4266229,11.642121,43.075027,27.864754,37.543003,3205.7754,2982.7158,-202.03149,100.72797,324.36169,3836.5762,3730.2227,0.638838836,1.640216601,0.44428629,0.297980057,0.43194199,0.637954082,0.458313281,0.62617326,2.110879368,0.437196365,1.241927,1.8443441,2.7046854,1.5894084,2.101483387,0.016428669,4.016713774,-1.004842034
3201,22,undefined,1990,0.021128942,0.00208648,0,8.69781E-05,0,0,0,0,0,1,0,0,21435.70477,3699,21.627464,26.317158,2.1600728,46.013523,23.826195,-1.336055,53.717304,6.7323794,10.568788,2.9723179,7.4135237,4.7808766,6.8106771,7.8646936,5.0510783,46.984924,51.00872,43.041206,39.992176,67.019424,41.435059,60.200848,40.692394,7.1511402,7.5165949,6.7929583,8.0305929,4.631474,9.4592733,6.5856233,3.1498299,39.131554,30.905897,47.19352,44.563705,23.568226,42.294991,25.348837,51.106697,4.2714667,6.2906647,6.1145582,4496.3945,1781.252,450.10312,114.41797,46.639984,0.69906282,33.275311,1050.627,304.38727,18341.729,13284.648,0.093931568,0.290770576,0.617634324,1.970700025,14.460929,22.153168,11.630421,-6.6594667,29.364719,30.753544,4136.5171,3.5716593,0.10110736,3.4705491,0.61117411,1.6624868,-0.1914652,5.3483305,0.2762489,3.8449526,-0.15564524,0.50395727,-0.91748422,4.5900793,0.84916353,-2.3086071,0.62735307,6.2043371,0.34831202,4.1212015,-2.2401392,-2.4984975,-1.9818131,-2.5880332,-1.0912974,-2.0550058,-2.1931443,-1.089699,-1.3315171,0.22484064,-3.17505,-1.5331656,0.74298978,-1.6175866,3.6525846,-5.7419925,0.71352959,13.941669,13.018942,14.632225,15.304565,17.80262,13.514328,17.905712,16.712809,17.715645,16.977978,9.3067169,19.08083,14.019299,14.183998,13.342905,20.898203,15.951568,21.587372,15.288955,20.81015,18.843414,22.902308,-23.118471,10.999024,29.90847,14.33212,30.599991,-31.461489,74.914185,35.521187,-71.177773,80.956116,0.9479062,20.539085,692.89636,637.65643,-121.49635,127.59711,19.891153,-0.35598311,41.491707,10.006309,69.401802,18.623964,21.412125,2.9384508,16.000286,33.204285,17.538593,17.261427,3415.957,2844.5254,95.024902,119.96234,356.44336,2680.9404,1952.5439,0.664737223,2.059742068,0.49004987,0.206172395,0.53705853,0.895082288,0.31191613,0.35603619,2.359792128,0.555204192,0.71117026,2.2026393,1.6357774,1.9936856,1.018142984,0.022985552,3.412599686,-1.56052651
3202,28,undefined,1990,0.095346499,1.05819764,0,0.000275403,0,0,0,0,1,0,0,0,67872.97425,15989,18.669085,31.85586,1.0761225,47.826488,25.392632,-0.89710617,55.212456,10.866574,15.180885,6.8882952,11.730685,8.9657726,9.9733391,13.605571,8.8880844,44.345879,48.041393,40.938194,36.337593,61.961872,39.737198,55.503647,38.232784,7.557992,8.0464001,7.107625,8.6024866,5.2603951,10.29182,6.4849696,3.5486882,37.229557,28.731319,45.065884,43.329235,23.811958,39.997643,24.405811,49.330444,3.2038398,6.2054749,6.1222324,3915.4785,1166.3741,607.69379,136.8544,65.832237,0.56861812,47.506023,1120.7632,215.26303,18663.422,13333.537,0.118985427,0.190531082,0.437547346,0.238127183,2.6806858,8.4138184,-0.038408548,-15.600406,16.536758,14.963116,1788.1619,2.6784062,-1.0796354,3.7580431,-2.0682783,2.4245291,-0.14731064,5.0023851,-1.5285239,4.1678877,-0.018178672,1.5018165,-1.4580094,3.9945304,-1.658795,0.73263049,-0.24208054,4.9605551,1.4836378,2.6393638,-2.0389187,-1.8159583,-2.2400894,-2.3057997,-1.3132181,-1.4122032,-2.3378551,-1.0790374,-0.63948929,1.4597058,-2.614984,-0.33356547,-0.17041564,-1.1243165,3.2640204,-3.6394358,1.3780878,9.8360538,9.4983578,9.4346523,9.1679573,15.251493,10.822153,13.189983,8.3431721,15.361977,6.9363594,1.102972,8.2489491,10.970736,11.244535,10.244322,7.4177861,-7.7835932,10.81508,-13.999256,10.82004,8.2108517,10.80868,-28.758875,0.94806999,38.457661,29.670694,59.104504,-26.486862,87.612534,0.21374056,97.997917,41.138294,15.178188,40.225456,1352.4883,939.95129,-141.40623,191.81187,0.14086068,0.94640845,24.175961,183.70021,106.59651,22.446093,18.022232,36.680946,12.695889,40.224205,17.269463,16.558559,4189.209,2403.001,1339.8596,105.27643,341.0722,2450.5273,1704.4648,0.464971736,0.260284711,0.37195113,0.069200367,-0.21552458,0.678501217,0.054288632,0.050935071,0.267701296,0.336365955,0.59741223,0.28993508,0.80327272,0.23188391,0.365725394,-0.006243275,5.004062032,-1.707700684
3203,28,undefined,1990,2.256126584,0.882636866,0,0.000322693,0,0,0,0,1,0,0,0,79527.6353,19002,24.629971,41.99435,1.0480708,53.583527,30.905819,-0.15474804,61.585789,11.186366,15.402102,7.3748202,12.208809,9.7307968,11.070507,12.988597,8.7566748,50.399422,55.034531,46.208706,38.067089,67.955994,46.07526,61.403076,43.798119,6.3069739,6.6962624,5.955009,7.8036489,4.1762757,9.1676607,4.2855239,2.8158514,32.107239,22.867104,40.461464,41.920456,18.136936,33.686573,21.322802,44.629353,2.5233095,6.2626896,6.2593689,3425.1113,1036.5023,573.99469,127.03568,85.609406,0.5676626,117.55212,837.20038,160.77954,23153.926,16995.285,0.216200571,0.389904101,2.194019284,0.680448314,6.3312473,0.65188396,10.136141,-9.0192547,18.795317,18.159603,4931.2852,-2.4123967,-0.43969899,-1.9726992,-1.252073,-4.9850941,0.33609942,0.77058077,-0.38196966,0.36871731,-0.67486835,-3.8909733,-0.98185688,-4.3476849,0.79588741,-4.4035316,-1.4375343,3.3556848,-4.5658417,-0.013252348,-0.048778206,-0.63465089,0.47853664,-0.44631884,0.36149806,0.46000332,0.72631872,-0.52805954,2.4611771,6.8718181,-1.5852183,0.45956969,4.2043419,4.8695383,2.8813229,-1.3900876,1.6018361,1.4621735,-3.2328129,10.704756,-2.2066593,9.7787857,-6.2152863,7.6018333,8.7793827,13.80558,0.13275146,-12.833691,9.7628117,1.8742085,-1.4600277,11.010075,2.3353317,2.3212419,2.3384588,6.9575152,11.10008,-6.5357356,-5.244297,5.5548334,13.717132,55.484253,32.688366,68.81411,-27.767506,99.344528,-28.875927,121.24,35.18853,7.3869996,56.961124,1324.2855,1026.1508,-139.16907,216.02702,-21.471478,1.3405592,49.577072,64.185501,123.41112,6.1882477,6.4029708,-4.4889507,22.535048,54.532845,2.8934269,7.4049101,1432.8223,1088.2031,-211.80859,161.245,395.18237,508.63086,980.98926,2.238647352,0.755033702,2.0321054,0.10034216,2.0580471,0.395709485,0.329440991,1.8004516,0.769819126,0.239634317,2.3098137,0.7395308,2.8986099,0.70222247,0.704590478,0.021774167,2.90867948,-0.662723004
3300,22,New Orleans LA,1990,2.170616252,1.112060571,0,0.005356209,0,0,0,0,0,1,0,0,1320035.247,463541,11.025517,44.950359,5.3512669,56.249706,32.218079,0.074786544,63.294197,6.561245,10.558655,2.9262469,6.423389,6.7353921,5.5367398,8.2432222,6.2440424,56.732952,60.482372,53.32346,46.657867,69.460258,54.081261,65.477821,48.525093,6.345623,6.9953904,5.7547646,7.8865314,4.3990774,8.2770195,5.3678465,3.2546587,30.36018,21.963585,37.995529,39.032215,19.405273,32.104977,20.911106,41.976204,2.300348,6.5810938,6.3085432,3363.656,1246.9971,399.66891,81.2882,45.794579,0.68639147,72.907257,916.22375,173.21286,26840.904,19577.496,0.065914779,0.121366117,0.185299675,0.357488426,5.3012853,16.330515,-4.3834448,-11.253654,16.667875,21.139317,61704.32,1.8062413,-0.97756124,2.7837992,-1.7667696,0.92241168,-0.2646085,4.4736681,-0.83712077,1.7486334,-1.1543621,1.4656246,-1.5583426,2.6404738,-0.63934922,0.41149259,-1.06293,5.6981416,0.31126255,0.91151261,-1.5867975,-2.0627372,-1.1542615,-1.5067376,-1.3048246,-1.1960969,-1.7981619,-0.70128387,-0.21944344,2.9070959,-3.0548005,0.5952239,0.99356622,0.11396408,2.0260186,-3.9339275,0.92895114,9.8081112,8.5819244,7.2491646,9.0540886,12.470722,7.212162,12.897015,8.39324,5.8457375,11.115217,13.054705,6.5454483,10.210276,8.5597038,7.9674244,8.1150494,-10.83188,10.091552,-18.346878,-0.70419091,-2.4697487,18.418575,-23.475153,4.5758562,39.221756,29.929029,46.466103,-9.5226583,115.38961,-3.4857147,-110.18468,45.325779,13.207716,37.204311,1173.5835,737.5672,-36.303162,176.43781,-1.5687681,-0.45833316,41.80719,129.36748,78.066261,21.152964,19.506832,26.28791,4.3457756,36.896435,18.327444,15.082977,5677.6465,3818.9492,1508.9214,28.346008,321.42755,3641.9805,2382.4287,0.204556493,0.381055698,0.11241906,0.065187276,0.15323971,0.223982833,0.082040652,0.12512121,0.34230907,0.080794163,0.23991577,0.34255618,0.37920529,0.37127578,0.193905619,0.013787356,1.158470841,-0.741810802
3400,22,undefined,1990,0.24010452,0.064906384,0,0.001073513,0,0,0,0,0,1,0,0,264566.6759,67623,12.756493,24.615076,1.8382343,44.576126,25.391605,-0.78580678,57.705654,7.9799242,12.871842,3.3691983,8.2009678,7.2820597,7.5072279,10.3605,5.4418097,49.725731,58.764057,41.206928,44.371803,66.628815,49.072777,56.872231,40.10215,5.5472417,5.5326891,5.5609574,6.137929,3.6823592,7.1906567,4.7319555,2.5406713,36.747108,22.831408,49.862915,41.289299,22.406769,36.22934,28.035313,51.915371,3.0585697,6.4222426,6.2785921,2786.27,930.75464,358.58856,66.837234,36.164368,0.54204923,48.020279,714.27118,260.74149,21470.412,15756.195,0.033951218,0.160700057,0.110049061,0.219531952,4.4946775,23.879934,-2.5214646,-14.293496,22.45022,17.266352,5709.124,3.9508164,-0.1657024,4.1165171,0.33468008,0.068074465,-0.65570545,7.9152374,0.2813071,2.9779525,-1.0875772,2.9548943,-0.70119274,3.2087178,-0.33332258,4.2219281,0.60044158,4.6073794,1.8673171,3.2592595,-1.2049429,-1.2367662,-1.1747904,-1.4059193,-0.28493965,-0.86776316,-1.2149282,-0.59924054,-2.7458727,0.83401203,-6.0847402,-1.8533438,-1.5823796,-1.6397595,-2.6736765,-4.6085806,1.0718514,11.117077,3.5490036,12.954378,14.661455,10.508776,6.7969799,8.0301285,16.993475,6.65555,16.060543,2.9130936,19.573689,10.265827,3.8980484,11.43527,11.116977,2.3963244,12.448268,0.8511917,3.9742813,7.7044621,28.219271,-19.995012,-3.2715869,34.53788,41.606457,63.7878,-10.538216,119.88299,31.50672,-75.192245,60.88953,28.478872,36.305214,1437.67,830.66199,-35.865845,154.81071,13.393525,-0.28649509,40.26017,235.33887,114.12936,21.85463,26.225386,12.400402,0.53289056,5.5387993,29.077805,33.050461,4692.2793,4132.123,510.73096,4.1463623,45.277649,4778.1797,4328.2822,0.119120438,0.228045901,0.05433454,0.037937517,0.062896192,0.042567646,0.026389204,0.051468767,0.173549239,0.014495929,0.11230741,0.23789367,0.051305007,0.22374561,-0.058744054,0.004213663,0.484531023,-0.350379305
3500,22,undefined,1990,3.340737925,1.565423307,0,0.002891233,0,0,0,0,0,1,0,0,712543.0678,219037,13.449264,44.068623,2.7065883,54.791759,30.143965,-0.2499488,63.82196,9.0478163,15.390654,3.1540899,8.2792311,10.055957,7.5790086,12.208044,7.640367,54.774139,58.149624,51.637669,46.248116,65.957581,53.573029,62.450264,44.755733,6.0193057,6.4404936,5.6279411,7.7567787,3.740294,7.9248419,4.7056956,2.9929621,30.158733,20.019228,39.580303,37.715878,20.246164,30.923119,20.635994,44.610939,1.8694824,6.7271791,6.2600074,2884.7231,1083.7585,356.95267,73.409836,47.924496,0.71831578,81.658112,719.14435,142.22885,26039.268,19436.777,0.121870313,0.282809156,0.374545975,0.478902223,15.97684,25.892057,7.6966891,3.0466495,25.792498,30.701229,98379.93,2.6329517,-1.30551,3.9384604,-2.2078052,1.5091002,-0.44072512,6.2003908,-1.0622501,3.7626743,-1.7392225,2.2701979,-2.1404953,3.6169469,-1.9500971,2.7103305,0.80323446,6.4858675,0.53097534,2.7004242,-1.1898935,-1.3189789,-1.0685318,-1.7256793,-0.22489093,-0.98279345,-1.047682,-0.68941563,-1.4430553,2.0176828,-4.6911359,-0.97474754,-0.30608177,-0.49366057,0.28744638,-6.5996857,0.50538802,8.7491512,6.4015865,9.0911865,7.8613281,14.244175,5.4328442,12.036848,8.5220814,13.937187,10.930586,11.511469,9.1124535,9.7699642,7.2550774,10.241222,20.019472,0.39445427,22.920456,-6.0346479,15.5185,6.9025078,29.276052,-6.0478745,11.07371,39.904968,28.101753,45.674442,-30.769392,115.03117,-2.2883413,-108.9873,42.585594,15.623024,30.553526,936.02588,627.41528,-94.542381,158.50487,-1.0842234,-0.47677553,43.352306,121.60397,50.825672,19.660278,21.258848,16.371973,-3.7046731,18.345745,20.068434,24.350677,5119.3926,4132.0352,831.49902,-20.778442,176.63727,4030.8926,3778.0654,0.417860517,0.541132887,0.25770739,0.149634408,0.1053528,1.317567309,0.134183311,0.23029765,0.402747835,0.477597446,0.53492862,0.65054005,0.67939186,0.507568,0.304845861,0.028665804,3.451219203,-1.893549159
3600,22,undefined,1990,0.047261704,0.059091602,0,0.000733412,0,0,0,0,0,1,0,0,180749.0091,44937,13.254112,35.093292,2.4329243,51.931145,27.134054,-1.1188017,58.013786,5.1953411,8.1331596,2.4924939,5.9254584,3.8049061,5.3095942,6.2905617,3.3604822,52.818447,56.492065,49.438648,46.129913,65.556076,48.503296,63.578064,46.425144,6.4697266,7.4081078,5.6063991,8.017271,3.5225847,9.0052366,5.3005543,2.7433379,35.516487,27.966669,42.462463,39.927353,27.116436,37.181873,24.830824,47.471039,2.7631917,6.3967199,6.1444998,4220.605,2042.6021,428.25644,88.798584,46.384544,0.69523418,62.840706,818.23102,181.94774,21115.25,15525.396,0.114341792,0.188568983,0.196579003,0.281885506,6.3519254,12.54818,2.9377291,-10.961177,17.182308,22.392134,8401.3945,2.961129,-0.11981949,3.0809462,-0.001751632,1.7249346,-0.27057195,4.2965622,-0.50937498,1.2570173,0.68147814,5.0690117,-0.55859017,1.8613398,-0.051392987,1.4891684,0.60836375,5.3193064,5.7504897,0.74764228,-1.6259621,-1.6239207,-1.6408056,-2.0549629,-0.61378592,-1.6145527,-1.200987,-0.77707076,-1.3351679,-0.099262595,-2.3851843,1.3073236,-5.1367002,0.31180084,-0.23679435,-5.1505985,1.3342224,12.598419,8.698082,14.422989,11.805534,16.152811,9.7560883,12.283325,13.76791,15.021324,9.6916676,0.21367073,11.146593,13.544846,8.6007118,15.010738,11.330116,4.0186276,12.021235,-6.0507808,5.6262126,29.023764,19.996128,-22.592245,2.5201499,45.74889,28.104649,36.584057,-10.866545,111.55789,-0.69776422,-107.39674,36.310139,15.402412,46.999691,1369.6504,902.2691,-44.097363,182.15555,-0.32252818,-0.45770717,27.510509,136.25104,109.16668,29.015297,21.182217,59.612213,23.269407,38.288708,22.709932,17.144169,6126.6523,3288.623,2232.4585,156.18347,449.38989,3749.1426,2183.874,0.203618606,0.298040709,0.13720739,0.050783221,0.20389128,0.146814535,0.102261814,0.20609939,0.32379741,0.110351497,0.3502107,0.3249031,0.83385587,0.22207148,0.637276882,-0.05981403,0.978015571,-0.320085772
