hs6,sic87dd,share,weights_method
310210,2873,1,"no weights needed"
310221,2873,1,"no weights needed"
310229,2873,1,"no weights needed"
310230,2873,1,"no weights needed"
310240,2873,1,"no weights needed"
310250,2873,1,"no weights needed"
310260,2873,1,"no weights needed"
310270,2873,1,"no weights needed"
310280,2873,1,"no weights needed"
310290,2873,1,"no weights needed"
310310,2874,1,"no weights needed"
310320,3312,1,"no weights needed"
310390,2874,1,"no weights needed"
310410,1474,1,"no weights needed"
310420,2874,1,"no weights needed"
310430,2874,1,"no weights needed"
310490,2874,1,"no weights needed"
310510,2874,1,"no weights needed"
310520,2874,1,"no weights needed"
310530,2874,1,"no weights needed"
310540,2874,1,"no weights needed"
310551,2874,1,"no weights needed"
310559,2874,1,"no weights needed"
310560,2874,1,"no weights needed"
310590,2874,1,"no weights needed"
320110,2861,1,"no weights needed"
320120,2861,1,"no weights needed"
320130,2861,1,"no weights needed"
320190,2861,1,"no weights needed"
320210,2843,1,"no weights needed"
320290,2843,1,"no weights needed"
320300,2861,1,"no weights needed"
320411,2865,1,"no weights needed"
320412,2865,1,"no weights needed"
320413,2865,1,"no weights needed"
320414,2865,1,"no weights needed"
320415,2865,1,"no weights needed"
320416,2865,1,"no weights needed"
320417,2865,1,"no weights needed"
320419,2865,1,"no weights needed"
320420,2865,1,"no weights needed"
320490,2865,1,"no weights needed"
320500,2865,1,"no weights needed"
320610,2816,1,"no weights needed"
320611,2816,1,"no weights needed"
320619,2816,1,"no weights needed"
320620,2816,1,"no weights needed"
320630,2816,1,"no weights needed"
320641,2816,1,"no weights needed"
320642,2816,1,"no weights needed"
320643,2816,1,"no weights needed"
320649,2816,1,"no weights needed"
320650,2816,1,"no weights needed"
320710,2816,1,"no weights needed"
320720,2899,1,"no weights needed"
320730,2899,1,"no weights needed"
320740,2899,1,"no weights needed"
320810,2851,1,"no weights needed"
320820,2851,1,"no weights needed"
320890,2851,1,"no weights needed"
320910,2851,1,"no weights needed"
320990,2851,1,"no weights needed"
321000,2851,1,"no weights needed"
321100,2851,1,"no weights needed"
321210,3497,1,"no weights needed"
321290,2816,.23374362,"trade-based"
321290,2851,.76625639,"trade-based"
321310,3952,1,"no weights needed"
321390,3952,1,"no weights needed"
321410,2851,.48766756,"trade-based"
321410,2891,.51233244,"trade-based"
321490,2851,1,"no weights needed"
321511,2893,1,"no weights needed"
321519,2893,1,"no weights needed"
321590,2899,.97585446,"trade-based"
321590,3952,.024145549,"trade-based"
330111,2899,1,"no weights needed"
330112,2899,1,"no weights needed"
330113,2899,1,"no weights needed"
330114,2899,1,"no weights needed"
330119,2899,1,"no weights needed"
330121,2899,1,"no weights needed"
330122,2899,1,"no weights needed"
330123,2899,1,"no weights needed"
330124,2899,1,"no weights needed"
330125,2899,1,"no weights needed"
330126,2899,1,"no weights needed"
330129,2899,1,"no weights needed"
330130,2899,1,"no weights needed"
330190,2899,1,"no weights needed"
330210,2869,1,"no weights needed"
330290,2844,.334604,"trade-based"
330290,2869,.66539598,"trade-based"
330300,2844,1,"no weights needed"
330410,2844,1,"no weights needed"
330420,2844,1,"no weights needed"
330430,2844,1,"no weights needed"
330491,2844,1,"no weights needed"
330499,2844,1,"no weights needed"
330510,2844,1,"no weights needed"
330520,2844,1,"no weights needed"
330530,2844,1,"no weights needed"
330590,2844,1,"no weights needed"
330610,2844,1,"no weights needed"
330620,2844,1,"no weights needed"
330690,2844,1,"no weights needed"
330710,2844,1,"no weights needed"
330720,2844,1,"no weights needed"
330730,2844,1,"no weights needed"
330741,2899,1,"no weights needed"
330749,2841,1,"no weights needed"
330790,2844,1,"no weights needed"
340111,2841,1,"no weights needed"
340119,2841,1,"no weights needed"
340120,2841,1,"no weights needed"
340130,2841,1,"no weights needed"
340211,2843,1,"no weights needed"
340212,2843,1,"no weights needed"
340213,2843,1,"no weights needed"
340219,2843,1,"no weights needed"
340220,2841,1,"no weights needed"
340290,2841,1,"no weights needed"
340311,2843,1,"no weights needed"
340319,2843,1,"no weights needed"
340391,2843,1,"no weights needed"
340399,2843,1,"no weights needed"
340410,2842,1,"no weights needed"
340420,2842,1,"no weights needed"
340490,2842,1,"no weights needed"
340510,2842,1,"no weights needed"
340520,2842,1,"no weights needed"
340530,2842,1,"no weights needed"
340540,2841,1,"no weights needed"
340590,2842,1,"no weights needed"
340600,3999,1,"no weights needed"
340700,3843,.45419985,"trade-based"
340700,3952,.54580015,"trade-based"
350110,2023,1,"no weights needed"
350190,2023,.99882251,"trade-based"
350190,2891,.0011774952,"trade-based"
350210,2015,1,"no weights needed"
350211,2015,1,"no weights needed"
350219,2015,1,"no weights needed"
350220,2869,1,"no weights needed"
350290,2869,1,"no weights needed"
350300,2891,.055767138,"trade-based"
350300,2899,.94423288,"trade-based"
350400,2075,1,"no weights needed"
350510,2046,1,"no weights needed"
350520,2891,1,"no weights needed"
350610,2891,1,"no weights needed"
350691,2891,1,"no weights needed"
350699,2891,1,"no weights needed"
350710,2869,1,"no weights needed"
350790,2869,1,"no weights needed"
360100,2892,1,"no weights needed"
360200,2892,1,"no weights needed"
360300,2892,1,"no weights needed"
360410,2899,1,"no weights needed"
360490,2899,1,"no weights needed"
360500,3999,1,"no weights needed"
360610,2899,1,"no weights needed"
360690,2899,1,"no weights needed"
370110,3861,1,"no weights needed"
370120,3861,1,"no weights needed"
370130,3861,1,"no weights needed"
370191,3861,1,"no weights needed"
370199,3861,1,"no weights needed"
370210,3861,1,"no weights needed"
370220,3861,1,"no weights needed"
370231,3861,1,"no weights needed"
370232,3861,1,"no weights needed"
370239,3861,1,"no weights needed"
370241,3861,1,"no weights needed"
370242,3861,1,"no weights needed"
370243,3861,1,"no weights needed"
370244,3861,1,"no weights needed"
370251,3861,1,"no weights needed"
370252,3861,1,"no weights needed"
370253,3861,1,"no weights needed"
370254,3861,1,"no weights needed"
370255,3861,1,"no weights needed"
370256,3861,1,"no weights needed"
370291,3861,1,"no weights needed"
370292,3861,1,"no weights needed"
370293,3861,1,"no weights needed"
370294,3861,1,"no weights needed"
370295,3861,1,"no weights needed"
370310,3861,1,"no weights needed"
370320,3861,1,"no weights needed"
370390,3861,1,"no weights needed"
370400,9900,1,"no weights needed"
370510,9900,1,"no weights needed"
370520,9900,1,"no weights needed"
370590,9900,1,"no weights needed"
370610,9900,1,"no weights needed"
370690,9900,1,"no weights needed"
370710,3861,1,"no weights needed"
370790,3861,1,"no weights needed"
380110,3299,.94244301,"trade-based"
380110,3624,.057556987,"trade-based"
380120,3624,1,"no weights needed"
380130,3624,1,"no weights needed"
380190,3624,1,"no weights needed"
380210,2819,1,"no weights needed"
380290,2816,.43694779,"trade-based"
380290,3295,.56305218,"trade-based"
380300,2861,1,"no weights needed"
380400,2611,1,"no weights needed"
380510,2861,1,"no weights needed"
380520,2861,1,"no weights needed"
380590,2861,1,"no weights needed"
380610,2861,1,"no weights needed"
380620,2861,1,"no weights needed"
380630,2861,1,"no weights needed"
380690,2861,1,"no weights needed"
380700,2861,1,"no weights needed"
380810,2879,1,"no weights needed"
380820,2879,1,"no weights needed"
380830,2879,1,"no weights needed"
380840,2879,1,"no weights needed"
380890,2879,1,"no weights needed"
380910,2843,1,"no weights needed"
380991,2843,1,"no weights needed"
380992,2899,1,"no weights needed"
380993,2843,1,"no weights needed"
380999,2843,1,"no weights needed"
381010,2899,1,"no weights needed"
381090,2899,1,"no weights needed"
381111,2899,1,"no weights needed"
381119,2899,1,"no weights needed"
381121,2899,1,"no weights needed"
381129,2899,1,"no weights needed"
381190,2899,1,"no weights needed"
381210,2899,1,"no weights needed"
381220,2899,1,"no weights needed"
381230,2869,.092902631,"trade-based"
381230,2899,.90709734,"trade-based"
381300,2899,1,"no weights needed"
381400,2851,1,"no weights needed"
381511,2819,1,"no weights needed"
381512,2819,1,"no weights needed"
381519,2819,1,"no weights needed"
381590,2819,1,"no weights needed"
381600,3255,.049710464,"trade-based"
381600,3297,.95028955,"trade-based"
381700,2865,1,"no weights needed"
381710,2865,1,"no weights needed"
381720,2865,1,"no weights needed"
381800,3674,1,"no weights needed"
381900,2911,1,"trade-based"
382000,2899,1,"no weights needed"
382100,2835,1,"no weights needed"
382200,2835,1,"no weights needed"
382310,2899,1,"no weights needed"
382311,2899,1,"no weights needed"
382312,2899,1,"no weights needed"
382313,2899,1,"no weights needed"
382319,2899,1,"no weights needed"
382320,2869,1,"no weights needed"
382330,2842,1,"no weights needed"
382340,2899,1,"no weights needed"
382350,2899,.014020777,"trade-based"
382350,3272,.9859792,"trade-based"
382360,2869,1,"no weights needed"
382370,2869,1,"no weights needed"
382390,2819,.69691581,"trade-based"
382390,2842,.035356063,"trade-based"
382390,2865,.1475863,"trade-based"
382390,2869,.11118962,"trade-based"
382390,3299,.0089521976,"trade-based"
382410,2899,1,"no weights needed"
382420,2869,1,"no weights needed"
382430,3291,1,"no weights needed"
382440,2899,1,"no weights needed"
382450,3272,.94398057,"trade-based"
382450,3273,.056019433,"trade-based"
382460,2869,1,"no weights needed"
382471,2819,1,"no weights needed"
382479,2819,1,"no weights needed"
382490,2819,.62650448,"trade-based"
382490,2865,.1158096,"trade-based"
382490,2869,.14458361,"trade-based"
382490,2899,.10508765,"trade-based"
382490,3299,.008014679,"trade-based"
382510,9100,1,"no weights needed"
382520,9100,1,"no weights needed"
382530,9100,1,"no weights needed"
382541,9100,1,"no weights needed"
382549,9100,1,"no weights needed"
382550,9100,1,"no weights needed"
382561,9100,1,"no weights needed"
382569,9100,1,"no weights needed"
382590,9100,1,"no weights needed"
390110,2821,1,"no weights needed"
390120,2821,1,"no weights needed"
390130,2821,1,"no weights needed"
390190,2821,1,"no weights needed"
390210,2821,1,"no weights needed"
390220,2821,.92219067,"trade-based"
390220,2822,.077809356,"trade-based"
390230,2821,1,"no weights needed"
390290,2821,1,"no weights needed"
390311,2821,1,"no weights needed"
390319,2821,1,"no weights needed"
390320,2821,1,"no weights needed"
390330,2821,1,"no weights needed"
390390,2821,1,"no weights needed"
390410,2821,1,"no weights needed"
390421,2821,1,"no weights needed"
390422,2821,1,"no weights needed"
390430,2821,1,"no weights needed"
390440,2821,1,"no weights needed"
390450,2821,1,"no weights needed"
390461,2821,1,"no weights needed"
390469,2821,1,"no weights needed"
390490,2821,1,"no weights needed"
390511,2821,1,"no weights needed"
390512,2821,1,"no weights needed"
390519,2821,1,"no weights needed"
390520,2821,1,"no weights needed"
390521,2821,1,"no weights needed"
390529,2821,1,"no weights needed"
390530,2821,1,"no weights needed"
390590,2821,1,"no weights needed"
390591,2821,1,"no weights needed"
390599,2821,1,"no weights needed"
390610,2821,1,"no weights needed"
390690,2821,1,"no weights needed"
390710,2821,1,"no weights needed"
390720,2821,1,"no weights needed"
390730,2821,1,"no weights needed"
390740,2821,1,"no weights needed"
390750,2821,1,"no weights needed"
390760,2821,1,"no weights needed"
390791,2821,1,"no weights needed"
390799,2821,1,"no weights needed"
390810,2821,1,"no weights needed"
390890,2821,1,"no weights needed"
390910,2821,1,"no weights needed"
390920,2821,1,"no weights needed"
390930,2821,1,"no weights needed"
390940,2821,1,"no weights needed"
390950,2821,1,"no weights needed"
391000,2821,1,"no weights needed"
391110,2821,1,"no weights needed"
391190,2821,1,"no weights needed"
391211,2821,1,"no weights needed"
391212,2821,1,"no weights needed"
391220,2892,1,"no weights needed"
391231,2821,1,"no weights needed"
391239,2821,1,"no weights needed"
391290,2821,1,"no weights needed"
391310,2869,1,"no weights needed"
391390,2822,1,"no weights needed"
391400,2821,1,"no weights needed"
391510,9100,1,"no weights needed"
391520,9100,1,"no weights needed"
391530,9100,1,"no weights needed"
391590,9100,1,"no weights needed"
391610,3082,1,"no weights needed"
391620,3082,1,"no weights needed"
391690,3082,.89161766,"trade-based"
391690,3949,.10838236,"trade-based"
391710,2011,.95735645,"trade-based"
391710,3089,.042643566,"trade-based"
391721,3084,1,"no weights needed"
391722,3052,1,"no weights needed"
391723,3052,1,"no weights needed"
391729,3052,1,"no weights needed"
391731,3052,1,"no weights needed"
391732,3052,1,"no weights needed"
391733,3052,1,"no weights needed"
391739,3052,1,"no weights needed"
391740,3089,1,"no weights needed"
391810,2679,.018110352,"trade-based"
391810,3996,.98188967,"trade-based"
391890,2679,.070335336,"trade-based"
391890,3089,.92966467,"trade-based"
391910,2672,1,"no weights needed"
391990,2672,.96123886,"trade-based"
391990,3081,.038761117,"trade-based"
392010,3081,1,"no weights needed"
392020,3081,1,"no weights needed"
392030,3081,1,"no weights needed"
392041,3083,1,"no weights needed"
392042,3081,.9898991,"trade-based"
392042,3083,.010100906,"trade-based"
392043,3081,1,"no weights needed"
392049,3081,1,"no weights needed"
392051,3081,.42989507,"trade-based"
392051,3083,.57010496,"trade-based"
392059,3081,1,"no weights needed"
392061,3081,1,"no weights needed"
392062,3081,1,"no weights needed"
392063,3081,1,"no weights needed"
392069,3083,1,"no weights needed"
392071,3083,1,"no weights needed"
392072,3081,1,"no weights needed"
392073,3081,1,"no weights needed"
392079,3081,.030212689,"trade-based"
392079,3083,.9697873,"trade-based"
392091,3083,1,"no weights needed"
392092,3081,1,"no weights needed"
392093,3081,1,"no weights needed"
392094,3081,1,"no weights needed"
392099,3081,.96887577,"trade-based"
392099,3083,.031124217,"trade-based"
392111,3089,1,"no weights needed"
392112,3089,1,"no weights needed"
392113,3089,1,"no weights needed"
392114,3089,1,"no weights needed"
392119,3089,1,"no weights needed"
392190,3089,1,"no weights needed"
392210,3088,1,"no weights needed"
392220,3089,1,"no weights needed"
392290,3088,1,"no weights needed"
392310,3089,1,"no weights needed"
392321,2673,1,"no weights needed"
392329,2673,1,"no weights needed"
392330,3085,1,"no weights needed"
392340,3089,1,"no weights needed"
392350,3089,1,"no weights needed"
392390,3089,1,"no weights needed"
392410,3089,1,"no weights needed"
392490,2392,.22210063,"trade-based"
392490,3089,.77789938,"trade-based"
392510,3089,1,"no weights needed"
392520,3089,1,"no weights needed"
392530,2591,.84933388,"trade-based"
392530,3089,.1506661,"trade-based"
392590,3089,1,"no weights needed"
392610,3089,1,"no weights needed"
392620,2385,.42395076,"trade-based"
392620,3089,.53168577,"trade-based"
392620,3949,.044363465,"trade-based"
392630,3089,1,"no weights needed"
392640,3089,1,"no weights needed"
392690,3052,.012286218,"trade-based"
392690,3053,.045605376,"trade-based"
392690,3089,.92776984,"trade-based"
392690,3915,.0025144769,"trade-based"
392690,3999,.011824109,"trade-based"
400110,831,1,"no weights needed"
400121,831,1,"no weights needed"
400122,831,1,"no weights needed"
400129,831,1,"no weights needed"
400130,831,1,"no weights needed"
400211,2822,1,"no weights needed"
400219,2822,1,"no weights needed"
400220,2822,1,"no weights needed"
400231,2822,1,"no weights needed"
400239,2822,1,"no weights needed"
400241,2822,1,"no weights needed"
400249,2822,1,"no weights needed"
400251,2822,1,"no weights needed"
400259,2822,1,"no weights needed"
400260,2822,1,"no weights needed"
400270,2822,1,"no weights needed"
400280,2822,1,"no weights needed"
400291,2822,1,"no weights needed"
400299,2822,1,"no weights needed"
400300,3069,1,"no weights needed"
400400,9100,1,"no weights needed"
400510,3069,1,"no weights needed"
400520,3069,1,"no weights needed"
400591,3069,1,"no weights needed"
400599,3069,1,"no weights needed"
400610,3011,1,"no weights needed"
400690,3069,1,"no weights needed"
400700,3069,1,"no weights needed"
400811,3069,1,"no weights needed"
400819,3069,1,"no weights needed"
400821,3069,1,"no weights needed"
400829,3069,1,"no weights needed"
400910,3052,1,"no weights needed"
400911,3052,1,"no weights needed"
400912,3052,1,"no weights needed"
400920,3052,1,"no weights needed"
400921,3052,1,"no weights needed"
400922,3052,1,"no weights needed"
400930,3052,1,"no weights needed"
400931,3052,1,"no weights needed"
400932,3052,1,"no weights needed"
400940,3052,1,"no weights needed"
400941,3052,1,"no weights needed"
400942,3052,1,"no weights needed"
400950,3052,.57399184,"trade-based"
400950,3714,.42600816,"trade-based"
401010,3052,1,"no weights needed"
401011,3052,1,"no weights needed"
401012,3052,1,"no weights needed"
401013,3052,1,"no weights needed"
401019,3052,1,"no weights needed"
401021,3052,1,"no weights needed"
401022,3052,1,"no weights needed"
401023,3052,1,"no weights needed"
401024,3052,1,"no weights needed"
401029,3052,1,"no weights needed"
401031,3052,1,"no weights needed"
401032,3052,1,"no weights needed"
401033,3052,1,"no weights needed"
401034,3052,1,"no weights needed"
401035,3052,1,"no weights needed"
401036,3052,1,"no weights needed"
401039,3052,1,"no weights needed"
401091,3052,1,"no weights needed"
401099,3052,1,"no weights needed"
401110,3011,1,"no weights needed"
401120,3011,1,"no weights needed"
401130,3011,1,"no weights needed"
401140,3011,1,"no weights needed"
401150,3011,1,"no weights needed"
401161,3011,1,"no weights needed"
401162,3011,1,"no weights needed"
401163,3011,1,"no weights needed"
401169,3011,1,"no weights needed"
401191,3011,1,"no weights needed"
401192,3011,1,"no weights needed"
401193,3011,1,"no weights needed"
401194,3011,1,"no weights needed"
401199,3011,1,"no weights needed"
401210,9200,1,"no weights needed"
401211,9200,1,"no weights needed"
401212,9200,1,"no weights needed"
401213,9200,1,"no weights needed"
401219,9200,1,"no weights needed"
401220,9200,1,"no weights needed"
401290,3011,1,"no weights needed"
401310,3011,1,"no weights needed"
401320,3011,1,"no weights needed"
401390,3011,1,"no weights needed"
401410,3069,1,"no weights needed"
401490,3069,1,"no weights needed"
401511,3069,1,"no weights needed"
401519,3069,1,"no weights needed"
401590,3069,1,"no weights needed"
401610,3069,1,"no weights needed"
401691,3069,1,"no weights needed"
401692,3069,1,"no weights needed"
401693,3053,1,"no weights needed"
401694,3069,1,"no weights needed"
401695,3069,1,"no weights needed"
401699,3069,1,"trade-based"
401700,3069,1,"no weights needed"
410110,2011,1,"no weights needed"
410120,2011,1,"no weights needed"
410121,2011,1,"no weights needed"
410122,2011,1,"no weights needed"
410129,2011,1,"no weights needed"
410130,2011,1,"no weights needed"
410140,2011,1,"no weights needed"
410150,2011,1,"no weights needed"
410190,2011,1,"no weights needed"
410210,2011,1,"no weights needed"
410221,2011,1,"no weights needed"
410229,2011,1,"no weights needed"
410310,2011,1,"no weights needed"
410320,2011,1,"no weights needed"
410330,2011,1,"no weights needed"
410390,2011,1,"no weights needed"
410410,3111,1,"no weights needed"
410411,3111,1,"no weights needed"
410419,3111,1,"no weights needed"
410421,3111,1,"no weights needed"
410422,3111,1,"no weights needed"
410429,3111,1,"no weights needed"
410431,3111,1,"no weights needed"
410439,3111,1,"no weights needed"
410441,3111,1,"no weights needed"
410449,3111,1,"no weights needed"
410510,3111,1,"no weights needed"
410511,3111,1,"no weights needed"
410512,3111,1,"no weights needed"
410519,3111,1,"no weights needed"
410520,3111,1,"no weights needed"
410530,3111,1,"no weights needed"
410611,3111,1,"no weights needed"
410612,3111,1,"no weights needed"
410619,3111,1,"no weights needed"
410620,3111,1,"no weights needed"
410621,3111,1,"no weights needed"
410622,3111,1,"no weights needed"
410631,3111,1,"no weights needed"
410632,3111,1,"no weights needed"
410640,3111,1,"no weights needed"
410691,3111,1,"no weights needed"
410692,3111,1,"no weights needed"
410710,3111,1,"no weights needed"
410711,3111,1,"no weights needed"
410712,3111,1,"no weights needed"
410719,3111,1,"no weights needed"
410721,3111,1,"no weights needed"
410729,3111,1,"no weights needed"
410790,3111,1,"no weights needed"
410791,3111,1,"no weights needed"
410792,3111,1,"no weights needed"
410799,3111,1,"no weights needed"
410800,3111,1,"no weights needed"
410900,3111,1,"no weights needed"
411000,9100,1,"no weights needed"
411100,3111,1,"no weights needed"
411200,3111,1,"no weights needed"
411310,3111,1,"no weights needed"
411320,3111,1,"no weights needed"
411330,3111,1,"no weights needed"
411390,3111,1,"no weights needed"
411410,3111,1,"no weights needed"
411420,3111,1,"no weights needed"
411510,3111,1,"no weights needed"
411520,9100,1,"no weights needed"
420100,3199,1,"no weights needed"
420211,3161,1,"no weights needed"
420212,3161,1,"no weights needed"
420219,3161,1,"no weights needed"
420221,3171,1,"no weights needed"
420222,3171,1,"no weights needed"
420229,3171,1,"no weights needed"
420231,3172,1,"no weights needed"
420232,3172,1,"no weights needed"
420239,3172,1,"no weights needed"
420291,3161,.99629945,"trade-based"
420291,3949,.0037005262,"trade-based"
420292,3161,.96883029,"trade-based"
420292,3172,.031169709,"trade-based"
420299,3161,1,"no weights needed"
420310,2386,1,"no weights needed"
420321,3949,1,"no weights needed"
420329,3151,1,"no weights needed"
420330,2389,1,"no weights needed"
420340,2389,1,"no weights needed"
420400,3199,1,"no weights needed"
420500,3199,1,"no weights needed"
420610,3842,.92083573,"trade-based"
420610,3999,.079164259,"trade-based"
420690,3999,1,"no weights needed"
430110,271,1,"no weights needed"
430120,271,1,"no weights needed"
430130,271,1,"no weights needed"
430140,271,1,"no weights needed"
430150,271,1,"no weights needed"
430160,271,1,"no weights needed"
430170,271,1,"no weights needed"
430180,271,1,"no weights needed"
430190,271,1,"no weights needed"
430211,3999,1,"no weights needed"
430212,3999,1,"no weights needed"
430213,3999,1,"no weights needed"
430219,3999,1,"no weights needed"
430220,3999,1,"no weights needed"
430230,3999,1,"no weights needed"
430310,2371,1,"no weights needed"
430390,2371,1,"no weights needed"
430400,2371,1,"no weights needed"
440110,2499,1,"no weights needed"
440121,2411,1,"no weights needed"
440122,2411,1,"no weights needed"
440130,2499,1,"no weights needed"
440200,2861,1,"no weights needed"
440310,2491,1,"no weights needed"
440320,2411,1,"trade-based"
440331,2411,1,"no weights needed"
440332,2411,1,"no weights needed"
440333,2411,1,"no weights needed"
440334,2411,1,"no weights needed"
440335,2411,1,"no weights needed"
440341,2411,1,"no weights needed"
440349,2411,1,"no weights needed"
440391,2411,1,"no weights needed"
440392,2411,1,"no weights needed"
440399,2411,.98483348,"trade-based"
440399,2499,.015166512,"trade-based"
440410,2411,.47972411,"trade-based"
440410,2499,.52027589,"trade-based"
440420,2411,.91057265,"trade-based"
440420,2499,.089427382,"trade-based"
440500,2499,1,"no weights needed"
440610,2499,1,"no weights needed"
440690,2499,1,"no weights needed"
440710,2421,.99758232,"trade-based"
440710,2491,.0024176629,"trade-based"
440721,2421,1,"no weights needed"
440722,2421,1,"no weights needed"
440723,2421,1,"no weights needed"
440724,2421,1,"no weights needed"
440725,2411,1,"no weights needed"
440726,2421,1,"no weights needed"
440729,2421,1,"no weights needed"
440791,2421,1,"no weights needed"
440792,2421,1,"no weights needed"
440799,2421,1,"no weights needed"
440810,2436,1,"no weights needed"
440820,2435,1,"no weights needed"
440831,2435,1,"no weights needed"
440839,2435,1,"no weights needed"
440890,2435,1,"no weights needed"
440910,2411,.069804117,"trade-based"
440910,2421,.040594492,"trade-based"
440910,2431,.74804395,"trade-based"
440910,2499,.14155741,"trade-based"
440920,2411,.11764692,"trade-based"
440920,2426,.29411903,"trade-based"
440920,2431,.54545689,"trade-based"
440920,2499,.042777158,"trade-based"
441010,2493,1,"no weights needed"
441011,2493,1,"no weights needed"
441019,2493,1,"no weights needed"
441021,2493,1,"no weights needed"
441029,2493,1,"no weights needed"
441031,2493,1,"no weights needed"
441032,2493,1,"no weights needed"
441033,2493,1,"no weights needed"
441039,2493,1,"no weights needed"
441090,2493,1,"no weights needed"
441111,2493,1,"no weights needed"
441119,2493,1,"no weights needed"
441121,2493,1,"no weights needed"
441129,2493,1,"no weights needed"
441131,2493,1,"no weights needed"
441139,2493,1,"no weights needed"
441191,2493,1,"no weights needed"
441199,2493,1,"no weights needed"
441211,2435,1,"no weights needed"
441212,2435,1,"no weights needed"
441213,2435,1,"no weights needed"
441214,2435,1,"no weights needed"
441219,2436,1,"no weights needed"
441221,2435,1,"no weights needed"
441222,2435,1,"no weights needed"
441223,2435,1,"no weights needed"
441229,2435,1,"no weights needed"
441291,2436,1,"no weights needed"
441292,2436,1,"no weights needed"
441293,2436,1,"no weights needed"
441299,2436,1,"no weights needed"
441300,2426,1,"no weights needed"
441400,2499,1,"no weights needed"
441510,2449,1,"no weights needed"
441520,2448,1,"no weights needed"
441600,2429,.13801332,"trade-based"
441600,2449,.86136532,"trade-based"
441600,2499,.00062136305,"trade-based"
441700,2499,1,"no weights needed"
441810,2431,1,"no weights needed"
441820,2431,1,"no weights needed"
441830,2426,1,"no weights needed"
441840,2439,1,"no weights needed"
441850,2429,.66328865,"trade-based"
441850,2499,.33671135,"trade-based"
441890,2439,1,"no weights needed"
441900,2499,1,"no weights needed"
442010,2499,1,"no weights needed"
442090,2499,1,"no weights needed"
442110,2499,1,"no weights needed"
442190,2431,.085921615,"trade-based"
442190,2499,.91407841,"trade-based"
450110,2499,1,"no weights needed"
450190,2499,1,"no weights needed"
450200,2499,1,"no weights needed"
450310,2499,1,"no weights needed"
450390,2499,1,"no weights needed"
450410,2499,1,"no weights needed"
450490,2499,1,"no weights needed"
460110,2499,1,"no weights needed"
460120,2499,1,"no weights needed"
460191,2499,1,"no weights needed"
460199,2499,1,"no weights needed"
460210,2499,.91019696,"trade-based"
460210,3161,.029533071,"trade-based"
460210,3171,.059387323,"trade-based"
460210,3949,.00088267133,"trade-based"
460290,2499,1,"no weights needed"
470100,2611,1,"no weights needed"
470200,2611,1,"no weights needed"
470311,2611,1,"no weights needed"
470319,2611,1,"no weights needed"
470321,2611,1,"no weights needed"
470329,2611,1,"no weights needed"
470411,2611,1,"no weights needed"
470419,2611,1,"no weights needed"
470421,2611,1,"no weights needed"
470429,2611,1,"no weights needed"
470500,2611,1,"no weights needed"
470610,2611,1,"no weights needed"
470620,2611,1,"no weights needed"
470691,2611,1,"no weights needed"
470692,2611,1,"no weights needed"
470693,2611,1,"no weights needed"
470710,9100,1,"no weights needed"
470720,9100,1,"no weights needed"
470730,9100,1,"no weights needed"
470790,9100,1,"no weights needed"
480100,2621,1,"no weights needed"
480210,9900,1,"no weights needed"
480220,2621,1,"no weights needed"
480230,2621,1,"no weights needed"
480240,2621,1,"no weights needed"
480251,2621,1,"no weights needed"
480252,2621,1,"no weights needed"
480253,2621,1,"no weights needed"
480254,2621,1,"no weights needed"
480255,2621,1,"no weights needed"
480256,2621,1,"no weights needed"
480257,2621,1,"no weights needed"
480258,2621,1,"no weights needed"
480260,2621,1,"no weights needed"
480261,2621,1,"no weights needed"
480262,2621,1,"no weights needed"
480269,2621,1,"no weights needed"
480300,2621,1,"no weights needed"
480411,2621,1,"no weights needed"
480419,2621,1,"no weights needed"
480421,2621,1,"no weights needed"
480429,2621,1,"no weights needed"
480431,2621,1,"no weights needed"
480439,2621,1,"no weights needed"
480441,2621,1,"no weights needed"
480442,2621,1,"no weights needed"
480449,2621,1,"no weights needed"
480451,2621,1,"no weights needed"
480452,2621,1,"no weights needed"
480459,2621,1,"no weights needed"
480510,2621,1,"no weights needed"
480511,2621,1,"no weights needed"
480512,2621,1,"no weights needed"
480519,2621,1,"no weights needed"
480521,2621,1,"no weights needed"
480522,2621,1,"no weights needed"
480523,2621,1,"no weights needed"
480524,2621,1,"no weights needed"
480525,2621,1,"no weights needed"
480529,2621,1,"no weights needed"
480530,2621,1,"no weights needed"
480540,2621,1,"no weights needed"
480550,2621,1,"no weights needed"
480560,2621,1,"no weights needed"
480570,2621,1,"no weights needed"
480580,2621,.98562193,"trade-based"
480580,2621,.014378089,"trade-based"
480591,2621,1,"no weights needed"
480592,2621,1,"no weights needed"
480593,2621,1,"no weights needed"
480610,2621,1,"no weights needed"
480620,2621,1,"no weights needed"
480630,2621,1,"no weights needed"
480640,2621,1,"no weights needed"
480700,2621,1,"no weights needed"
480710,2675,1,"no weights needed"
480790,2621,1,"no weights needed"
480791,2675,1,"no weights needed"
480799,2621,.92169756,"trade-based"
480799,2679,.078302428,"trade-based"
480810,2653,1,"no weights needed"
480820,2621,1,"no weights needed"
480830,2621,1,"no weights needed"
480890,2621,1,"no weights needed"
480910,3955,1,"no weights needed"
480920,3955,1,"no weights needed"
480990,3955,1,"no weights needed"
481011,2621,1,"no weights needed"
481012,2621,1,"no weights needed"
