hs6,sic87dd,share,weights_method
611693,2381,.831617,"trade-based"
611693,3949,.16838299,"trade-based"
611699,2381,.94523042,"trade-based"
611699,3949,.054769583,"trade-based"
611710,2339,.88081497,"trade-based"
611710,2369,.11918506,"trade-based"
611720,2323,1,"trade-based"
611780,2389,1,"no weights needed"
611790,2369,.89971042,"trade-based"
611790,2396,.10028957,"trade-based"
620111,2311,1,"no weights needed"
620112,2311,.60450733,"trade-based"
620112,2329,.028793082,"trade-based"
620112,2385,.36669958,"trade-based"
620113,2311,.74796778,"trade-based"
620113,2385,.25203225,"trade-based"
620119,2311,1,"no weights needed"
620191,2329,1,"no weights needed"
620192,2329,1,"no weights needed"
620193,2329,.22179756,"trade-based"
620193,2385,.77820241,"trade-based"
620199,2329,1,"no weights needed"
620211,2337,1,"no weights needed"
620212,2337,.78473336,"trade-based"
620212,2369,.013240665,"trade-based"
620212,2385,.20202595,"trade-based"
620213,2337,.68516314,"trade-based"
620213,2385,.31483689,"trade-based"
620219,2337,1,"no weights needed"
620291,2337,.95697564,"trade-based"
620291,2369,.043024361,"trade-based"
620292,2337,.18749963,"trade-based"
620292,2369,.76396656,"trade-based"
620292,2385,.04853382,"trade-based"
620293,2337,.17069979,"trade-based"
620293,2339,.16633826,"trade-based"
620293,2369,.00014312158,"trade-based"
620293,2385,.66281879,"trade-based"
620299,2337,.99707884,"trade-based"
620299,2369,.0029211421,"trade-based"
620311,2311,1,"no weights needed"
620312,2311,1,"no weights needed"
620319,2311,1,"no weights needed"
620321,2311,.01217848,"trade-based"
620321,2325,.62147462,"trade-based"
620321,2329,.3663469,"trade-based"
620322,2311,.007415364,"trade-based"
620322,2321,.004163126,"trade-based"
620322,2325,.014763864,"trade-based"
620322,2329,.97365767,"trade-based"
620323,2311,.00015617741,"trade-based"
620323,2321,.042717855,"trade-based"
620323,2325,.32711381,"trade-based"
620323,2329,.63001215,"trade-based"
620329,2311,.073857449,"trade-based"
620329,2321,.40803438,"trade-based"
620329,2325,.48079234,"trade-based"
620329,2329,.037315827,"trade-based"
620331,2311,1,"no weights needed"
620332,2311,1,"no weights needed"
620333,2311,1,"no weights needed"
620339,2311,1,"no weights needed"
620341,2325,.99878818,"trade-based"
620341,2329,.0012118353,"trade-based"
620342,2325,.9987343,"trade-based"
620342,2329,.0012656904,"trade-based"
620343,2325,.99775958,"trade-based"
620343,2329,.0022404075,"trade-based"
620349,2325,.90898222,"trade-based"
620349,2329,.091017663,"trade-based"
620349,2369,1.4449209e-07,"trade-based"
620411,2337,1,"no weights needed"
620412,2337,1,"no weights needed"
620413,2337,1,"no weights needed"
620419,2337,1,"no weights needed"
620421,2331,.0024828624,"trade-based"
620421,2337,.99038458,"trade-based"
620421,2369,.0071325363,"trade-based"
620422,2331,.10356054,"trade-based"
620422,2337,.056519959,"trade-based"
620422,2339,.77209109,"trade-based"
620422,2369,.067828394,"trade-based"
620423,2331,.150316,"trade-based"
620423,2337,.6257391,"trade-based"
620423,2369,.22394493,"trade-based"
620429,2331,.36896241,"trade-based"
620429,2337,.48394635,"trade-based"
620429,2339,.0007917413,"trade-based"
620429,2369,.1462995,"trade-based"
620431,2337,1,"no weights needed"
620432,2337,1,"no weights needed"
620433,2337,1,"no weights needed"
620439,2337,1,"no weights needed"
620441,2335,1,"no weights needed"
620442,2335,.99995714,"trade-based"
620442,2369,.000042828917,"trade-based"
620443,2335,1,"no weights needed"
620444,2335,.99993503,"trade-based"
620444,2369,.00006496696,"trade-based"
620449,2335,1,"no weights needed"
620451,2337,1,"no weights needed"
620452,2337,1,"no weights needed"
620453,2337,.99999654,"trade-based"
620453,2369,3.4707109e-06,"trade-based"
620459,2337,1,"no weights needed"
620461,2369,1,"trade-based"
620462,2337,.50065762,"trade-based"
620462,2369,.49934238,"trade-based"
620463,2337,.024350636,"trade-based"
620463,2369,.8598519,"trade-based"
620463,2385,.11579747,"trade-based"
620469,2337,.49937513,"trade-based"
620469,2369,.5006249,"trade-based"
620510,2321,1,"no weights needed"
620520,2321,.99975342,"trade-based"
620520,2329,.00024661311,"trade-based"
620530,2321,.9998914,"trade-based"
620530,2329,.00010859663,"trade-based"
620590,2321,1,"no weights needed"
620610,2331,1,"no weights needed"
620620,2331,1,"no weights needed"
620630,2331,1,"no weights needed"
620640,2331,.99672568,"trade-based"
620640,2369,.0032743022,"trade-based"
620690,2331,1,"no weights needed"
620711,2322,1,"no weights needed"
620719,2322,1,"no weights needed"
620721,2322,1,"no weights needed"
620722,2322,1,"no weights needed"
620729,2322,1,"no weights needed"
620791,2322,.5969336,"trade-based"
620791,2384,.40306643,"trade-based"
620792,2322,.48571751,"trade-based"
620792,2384,.51428246,"trade-based"
620799,2322,.37167346,"trade-based"
620799,2384,.62832654,"trade-based"
620811,2341,1,"no weights needed"
620819,2341,1,"no weights needed"
620821,2341,1,"no weights needed"
620822,2341,1,"no weights needed"
620829,2341,1,"no weights needed"
620891,2341,.34085813,"trade-based"
620891,2384,.65914184,"trade-based"
620892,2341,.45611352,"trade-based"
620892,2384,.54388648,"trade-based"
620899,2341,.61966062,"trade-based"
620899,2384,.38033938,"trade-based"
620910,2369,1,"no weights needed"
620920,2331,.045670416,"trade-based"
620920,2335,.078870356,"trade-based"
620920,2339,.68218106,"trade-based"
620920,2369,.16323155,"trade-based"
620920,2399,.030046619,"trade-based"
620930,2331,.0087274602,"trade-based"
620930,2369,.99127257,"trade-based"
620990,2331,.011400687,"trade-based"
620990,2339,.16067617,"trade-based"
620990,2369,.82792312,"trade-based"
621010,2369,.29763937,"trade-based"
621010,2389,.70236063,"trade-based"
621020,2311,.50515872,"trade-based"
621020,2385,.49484125,"trade-based"
621030,2369,.66162413,"trade-based"
621030,2385,.33837587,"trade-based"
621040,2325,.22701065,"trade-based"
621040,2329,.61458403,"trade-based"
621040,2385,.15840532,"trade-based"
621050,2337,.54743433,"trade-based"
621050,2369,.24084017,"trade-based"
621050,2385,.2117255,"trade-based"
621111,2329,1,"no weights needed"
621112,2339,1,"no weights needed"
621120,2329,.31479996,"trade-based"
621120,2369,.68520004,"trade-based"
621131,2321,.017848412,"trade-based"
621131,2329,.98215157,"trade-based"
621132,2311,.24232115,"trade-based"
621132,2325,.55312186,"trade-based"
621132,2329,.20455697,"trade-based"
621133,2325,.037801925,"trade-based"
621133,2329,.96219808,"trade-based"
621139,2311,.20221265,"trade-based"
621139,2321,.056738131,"trade-based"
621139,2325,.041606419,"trade-based"
621139,2329,.6994428,"trade-based"
621141,2331,.059990678,"trade-based"
621141,2335,.18980822,"trade-based"
621141,2369,.75020111,"trade-based"
621142,2331,.14658441,"trade-based"
621142,2335,.34963235,"trade-based"
621142,2337,.001254605,"trade-based"
621142,2339,.029405834,"trade-based"
621142,2369,.47312281,"trade-based"
621143,2331,.22041371,"trade-based"
621143,2335,.096151896,"trade-based"
621143,2337,.0048302682,"trade-based"
621143,2369,.67860413,"trade-based"
621149,2331,.39605084,"trade-based"
621149,2335,.070783131,"trade-based"
621149,2337,.21550086,"trade-based"
621149,2369,.31766516,"trade-based"
621210,2342,1,"no weights needed"
621220,2342,1,"no weights needed"
621230,2342,1,"no weights needed"
621290,2389,1,"no weights needed"
621310,2389,1,"no weights needed"
621320,2389,1,"no weights needed"
621390,2389,1,"no weights needed"
621410,2339,1,"no weights needed"
621420,2369,1,"no weights needed"
621430,2369,1,"no weights needed"
621440,2369,1,"no weights needed"
621490,2339,.23177944,"trade-based"
621490,2369,.76822054,"trade-based"
621510,2323,1,"no weights needed"
621520,2323,1,"no weights needed"
621590,2323,1,"no weights needed"
621600,2381,.34227309,"trade-based"
621600,3069,.036856223,"trade-based"
621600,3151,.010589994,"trade-based"
621600,3949,.61028069,"trade-based"
621710,2389,1,"no weights needed"
621790,2369,.64759856,"trade-based"
621790,2396,.35240144,"trade-based"
630110,3634,1,"no weights needed"
630120,2392,1,"no weights needed"
630130,2392,1,"no weights needed"
630140,2392,1,"no weights needed"
630190,2392,1,"no weights needed"
630210,2392,1,"no weights needed"
630221,2392,1,"no weights needed"
630222,2392,1,"no weights needed"
630229,2392,1,"no weights needed"
630231,2392,1,"no weights needed"
630232,2392,1,"no weights needed"
630239,2392,1,"no weights needed"
630240,2392,1,"no weights needed"
630251,2392,1,"no weights needed"
630252,2392,1,"no weights needed"
630253,2392,1,"no weights needed"
630259,2392,1,"no weights needed"
630260,2392,1,"no weights needed"
630291,2392,1,"no weights needed"
630292,2392,1,"no weights needed"
630293,2392,1,"no weights needed"
630299,2392,1,"no weights needed"
630311,2391,1,"no weights needed"
630312,2391,1,"no weights needed"
630319,2391,1,"no weights needed"
630391,2391,1,"no weights needed"
630392,2391,1,"no weights needed"
630399,2391,1,"no weights needed"
630411,2392,1,"no weights needed"
630419,2392,1,"no weights needed"
630491,2392,1,"no weights needed"
630492,2392,1,"no weights needed"
630493,2392,1,"no weights needed"
630499,2392,1,"no weights needed"
630510,2393,1,"no weights needed"
630520,2393,1,"no weights needed"
630531,2393,1,"no weights needed"
630532,2393,1,"no weights needed"
630533,2393,1,"no weights needed"
630539,2393,1,"no weights needed"
630590,2393,1,"no weights needed"
630611,2394,1,"no weights needed"
630612,2394,1,"no weights needed"
630619,2394,1,"no weights needed"
630621,2394,1,"no weights needed"
630622,2394,1,"no weights needed"
630629,2394,1,"no weights needed"
630631,2394,1,"no weights needed"
630639,2394,1,"no weights needed"
630641,2394,1,"no weights needed"
630649,2394,1,"no weights needed"
630691,2394,1,"no weights needed"
630699,2394,1,"no weights needed"
630710,2392,1,"no weights needed"
630720,3069,1,"no weights needed"
630790,2241,.0068901195,"trade-based"
630790,2339,.0028144978,"trade-based"
630790,2399,.81135225,"trade-based"
630790,3161,.0039169677,"trade-based"
630790,3842,.17502613,"trade-based"
630800,2395,.36469442,"trade-based"
630800,3999,.63530558,"trade-based"
630900,9200,1,"no weights needed"
631010,9100,1,"no weights needed"
631090,9100,1,"no weights needed"
640110,3021,1,"no weights needed"
640191,3021,1,"no weights needed"
640192,3021,1,"no weights needed"
640199,3021,1,"no weights needed"
640211,3021,1,"no weights needed"
640212,3021,1,"no weights needed"
640219,3021,.54972202,"trade-based"
640219,3149,.45027798,"trade-based"
640220,3021,1,"no weights needed"
640230,3021,.087270431,"trade-based"
640230,3143,.91272956,"trade-based"
640291,3021,.42148885,"trade-based"
640291,3143,.14373812,"trade-based"
640291,3144,.34416053,"trade-based"
640291,3149,.090612508,"trade-based"
640299,3021,.7970646,"trade-based"
640299,3143,.000012235537,"trade-based"
640299,3144,.0047376216,"trade-based"
640299,3149,.19818553,"trade-based"
640311,3149,.9881984,"trade-based"
640312,3149,1,"no weights needed"
640319,3149,1,"trade-based"
640330,3143,1,"no weights needed"
640340,3143,.53656697,"trade-based"
640351,3143,.0066076391,"trade-based"
640351,3149,.057396974,"trade-based"
640359,3143,.35812119,"trade-based"
640359,3144,.0026857271,"trade-based"
640359,3149,.025212562,"trade-based"
640391,3143,.31743303,"trade-based"
640391,3144,.36217251,"trade-based"
640391,3149,.30283618,"trade-based"
640399,3142,.0041313116,"trade-based"
640399,3143,.209987,"trade-based"
640399,3144,.4262985,"trade-based"
640399,3149,.12939279,"trade-based"
640411,3021,.7512992,"trade-based"
640411,3149,.0047985562,"trade-based"
640419,3142,.013230599,"trade-based"
640419,3143,.10736918,"trade-based"
640419,3144,.60644799,"trade-based"
640419,3149,.021631902,"trade-based"
640420,3143,.0091308579,"trade-based"
640420,3144,.95231628,"trade-based"
640510,3144,.638331,"trade-based"
640520,3143,.016244737,"trade-based"
640520,3144,.27594036,"trade-based"
640520,3149,.13565348,"trade-based"
640590,3149,.95903748,"trade-based"
640610,3069,.11413118,"trade-based"
640610,3131,.88586879,"trade-based"
640620,3069,1,"no weights needed"
640691,3131,1,"no weights needed"
640699,2252,.01240984,"trade-based"
640699,3069,.54077941,"trade-based"
640699,3131,.44681075,"trade-based"
650100,2353,1,"no weights needed"
650200,2353,1,"no weights needed"
650300,2353,1,"no weights needed"
650400,2353,1,"no weights needed"
650510,3999,1,"no weights needed"
650590,2353,.9802531,"trade-based"
650590,2369,.019746877,"trade-based"
650610,3842,.68246061,"trade-based"
650610,3949,.31753939,"trade-based"
650691,3069,1,"no weights needed"
650692,2371,1,"no weights needed"
650699,2353,1,"no weights needed"
650700,2396,1,"no weights needed"
660110,3999,1,"no weights needed"
660191,3999,1,"no weights needed"
660199,3999,1,"no weights needed"
660200,3999,1,"no weights needed"
660310,3999,1,"no weights needed"
660320,3999,1,"no weights needed"
660390,3999,1,"no weights needed"
670100,3999,1,"no weights needed"
670210,3999,1,"no weights needed"
670290,3999,1,"no weights needed"
670300,3999,1,"no weights needed"
670411,3999,1,"no weights needed"
670419,3999,1,"no weights needed"
670420,3999,1,"no weights needed"
670490,3999,1,"no weights needed"
680100,3281,1,"no weights needed"
680210,3281,1,"no weights needed"
680221,3281,1,"no weights needed"
680222,3281,1,"no weights needed"
680223,3281,1,"no weights needed"
680229,3281,1,"no weights needed"
680291,3281,1,"no weights needed"
680292,3281,1,"no weights needed"
680293,3281,1,"no weights needed"
680299,3281,1,"no weights needed"
680300,3281,1,"no weights needed"
680410,3291,1,"no weights needed"
680421,3291,1,"no weights needed"
680422,3291,1,"no weights needed"
680423,3291,1,"no weights needed"
680430,3291,1,"no weights needed"
680510,3291,1,"no weights needed"
680520,3291,1,"no weights needed"
680530,3291,1,"no weights needed"
680610,3296,1,"no weights needed"
680620,3295,1,"no weights needed"
680690,3296,1,"no weights needed"
680710,2952,1,"no weights needed"
680790,2952,1,"no weights needed"
680800,3272,1,"no weights needed"
680911,3275,1,"no weights needed"
680919,3275,1,"no weights needed"
680990,3299,1,"no weights needed"
681011,3271,1,"no weights needed"
681019,3272,1,"no weights needed"
681020,3272,1,"no weights needed"
681091,3272,1,"no weights needed"
681099,3272,1,"no weights needed"
681110,3292,1,"no weights needed"
681120,3292,1,"no weights needed"
681130,3292,1,"no weights needed"
681190,3292,1,"no weights needed"
681210,3292,1,"no weights needed"
681220,3292,1,"no weights needed"
681230,3292,1,"no weights needed"
681240,3292,1,"no weights needed"
681250,3842,1,"no weights needed"
681260,3292,1,"no weights needed"
681270,3292,1,"no weights needed"
681290,3053,.48581547,"trade-based"
681290,3292,.51418453,"trade-based"
681310,3292,1,"no weights needed"
681390,3292,1,"no weights needed"
681410,3299,1,"no weights needed"
681490,3299,1,"no weights needed"
681510,3624,1,"no weights needed"
681520,3299,1,"no weights needed"
681591,3295,1,"no weights needed"
681599,3295,1,"no weights needed"
690100,3297,1,"no weights needed"
690210,3297,1,"no weights needed"
690220,3255,.66756904,"trade-based"
690220,3297,.33243099,"trade-based"
690290,3255,.1223748,"trade-based"
690290,3297,.87762517,"trade-based"
690310,3297,1,"no weights needed"
690320,3255,1,"no weights needed"
690390,3255,.12727413,"trade-based"
690390,3297,.8727259,"trade-based"
690410,3251,1,"no weights needed"
690490,3251,1,"no weights needed"
690510,3259,1,"no weights needed"
690590,3259,1,"no weights needed"
690600,3259,1,"no weights needed"
690710,3253,1,"no weights needed"
690790,3253,1,"no weights needed"
690810,3253,1,"no weights needed"
690890,3253,1,"no weights needed"
690911,3269,1,"no weights needed"
690912,3269,1,"no weights needed"
690919,3269,1,"no weights needed"
690990,3269,1,"no weights needed"
691010,3261,1,"no weights needed"
691090,3261,1,"no weights needed"
691110,3262,1,"no weights needed"
691190,3269,1,"no weights needed"
691200,3263,.18947007,"trade-based"
691200,3269,.81052995,"trade-based"
691310,3269,1,"no weights needed"
691390,3269,1,"no weights needed"
691410,3269,1,"no weights needed"
691490,3269,1,"no weights needed"
700100,3229,1,"no weights needed"
700210,3229,1,"no weights needed"
700220,3229,1,"no weights needed"
700231,3229,1,"no weights needed"
700232,3229,1,"no weights needed"
700239,3229,1,"no weights needed"
700311,3211,1,"no weights needed"
700312,3211,1,"no weights needed"
700319,3231,1,"no weights needed"
700320,3231,1,"no weights needed"
700330,3231,1,"no weights needed"
700410,3211,.24116011,"trade-based"
700410,3231,.75883991,"trade-based"
700420,3211,1,"no weights needed"
700490,3211,.69626528,"trade-based"
700490,3231,.30373475,"trade-based"
700510,3211,1,"no weights needed"
700521,3211,.75208151,"trade-based"
700521,3231,.24791846,"trade-based"
700529,3211,1,"trade-based"
700530,3231,1,"no weights needed"
700600,3231,1,"no weights needed"
700711,3231,1,"no weights needed"
700719,3231,1,"no weights needed"
700721,3211,1,"no weights needed"
700729,3211,1,"no weights needed"
700800,3231,1,"no weights needed"
700910,3231,1,"no weights needed"
700991,3231,1,"no weights needed"
700992,3231,1,"no weights needed"
701010,3221,1,"no weights needed"
701020,3221,1,"no weights needed"
701090,3221,1,"no weights needed"
701091,3221,1,"no weights needed"
701092,3221,1,"no weights needed"
701093,3221,1,"no weights needed"
701094,3221,1,"no weights needed"
701110,3229,1,"no weights needed"
701120,3229,1,"no weights needed"
701190,3229,1,"no weights needed"
701200,3229,1,"no weights needed"
701310,3229,1,"no weights needed"
701321,3229,1,"no weights needed"
701329,3229,1,"no weights needed"
701331,3229,1,"no weights needed"
701332,3229,1,"no weights needed"
701339,3229,1,"no weights needed"
701391,3229,1,"no weights needed"
701399,3229,1,"no weights needed"
701400,3229,.23394118,"trade-based"
701400,3231,.7660588,"trade-based"
701510,3229,1,"no weights needed"
701590,3231,1,"no weights needed"
701610,3231,1,"no weights needed"
701690,3231,1,"no weights needed"
701710,3229,1,"no weights needed"
701720,3229,1,"no weights needed"
701790,3229,1,"no weights needed"
701810,3961,1,"no weights needed"
701820,3231,1,"no weights needed"
701890,3231,.95785975,"trade-based"
701890,3944,.042140264,"trade-based"
701910,3229,1,"no weights needed"
701911,3229,1,"no weights needed"
701912,3229,1,"no weights needed"
701919,2296,.17797053,"trade-based"
701919,3229,.82202947,"trade-based"
701920,2221,.88981235,"trade-based"
701920,2241,.11018766,"trade-based"
701931,3229,1,"no weights needed"
701932,3229,1,"no weights needed"
701939,3296,1,"no weights needed"
701940,2221,.66185838,"trade-based"
701940,2241,.336162,"trade-based"
701940,2296,.001979602,"trade-based"
701951,2241,1,"no weights needed"
701952,2221,1,"no weights needed"
701959,2221,.98799568,"trade-based"
701959,2296,.012004302,"trade-based"
701990,3231,.76827592,"trade-based"
701990,3296,.16210885,"trade-based"
701990,3564,.06961523,"trade-based"
702000,3229,.83055609,"trade-based"
702000,3231,.16944391,"trade-based"
710110,3915,1,"no weights needed"
710121,919,1,"no weights needed"
710122,3915,1,"no weights needed"
710210,3915,1,"no weights needed"
710221,3915,1,"no weights needed"
710229,3915,1,"no weights needed"
710231,3915,1,"no weights needed"
710239,3915,1,"no weights needed"
710310,3915,1,"no weights needed"
710391,3915,1,"no weights needed"
710399,3915,1,"no weights needed"
710410,3915,1,"no weights needed"
710420,3915,1,"no weights needed"
710490,3915,1,"no weights needed"
710510,3291,1,"no weights needed"
710590,3291,1,"no weights needed"
710610,3399,1,"no weights needed"
710691,3339,1,"no weights needed"
710692,3356,1,"no weights needed"
710700,3356,1,"no weights needed"
710811,3399,1,"no weights needed"
710812,3339,1,"no weights needed"
710813,3356,1,"no weights needed"
710900,3356,1,"no weights needed"
711011,3339,1,"no weights needed"
711019,3356,1,"no weights needed"
711021,3339,1,"no weights needed"
711029,3356,1,"no weights needed"
711031,3339,1,"no weights needed"
711039,3356,1,"no weights needed"
711041,3339,1,"no weights needed"
711049,3356,1,"no weights needed"
711100,3356,1,"no weights needed"
711210,9100,1,"no weights needed"
711220,9100,1,"no weights needed"
711230,9100,1,"no weights needed"
711290,9100,1,"no weights needed"
711291,9100,1,"no weights needed"
711292,9100,1,"no weights needed"
711299,9100,1,"no weights needed"
711311,3911,1,"no weights needed"
711319,3911,1,"no weights needed"
711320,3911,1,"no weights needed"
711411,3914,1,"no weights needed"
711419,3914,1,"no weights needed"
711420,3914,1,"no weights needed"
711510,3496,1,"no weights needed"
711590,3356,1,"no weights needed"
711610,3911,.62857974,"trade-based"
711610,3915,.37142026,"trade-based"
711620,3911,1,"no weights needed"
711711,3961,1,"no weights needed"
711719,3961,1,"no weights needed"
711790,3961,1,"no weights needed"
711810,3499,1,"no weights needed"
711890,3499,1,"no weights needed"
720110,3312,1,"no weights needed"
720120,3312,1,"no weights needed"
720130,3312,1,"no weights needed"
720140,3313,1,"no weights needed"
720150,3312,.97131193,"trade-based"
720150,3313,.028688053,"trade-based"
720211,3313,1,"no weights needed"
720219,3313,1,"no weights needed"
720221,3313,1,"no weights needed"
720229,3313,1,"no weights needed"
720230,3313,1,"no weights needed"
720241,3313,1,"no weights needed"
720249,3313,1,"no weights needed"
720250,3313,1,"no weights needed"
720260,3313,1,"no weights needed"
720270,3313,1,"no weights needed"
720280,3313,1,"no weights needed"
720291,3313,1,"no weights needed"
720292,3313,1,"no weights needed"
720293,3313,1,"no weights needed"
720299,3313,1,"no weights needed"
720310,3313,1,"no weights needed"
720390,3313,1,"no weights needed"
720410,9100,1,"no weights needed"
720421,9100,1,"no weights needed"
720429,9100,1,"no weights needed"
720430,9100,1,"no weights needed"
720441,9100,1,"no weights needed"
720449,9100,1,"no weights needed"
720450,9100,1,"no weights needed"
720510,3399,1,"no weights needed"
720521,3399,1,"no weights needed"
720529,3399,1,"no weights needed"
720610,3312,1,"no weights needed"
720690,3312,1,"no weights needed"
720711,3312,1,"no weights needed"
720712,3312,1,"no weights needed"
720719,3312,1,"no weights needed"
720720,3312,1,"no weights needed"
720810,3312,1,"no weights needed"
720811,3312,1,"no weights needed"
720812,3312,1,"no weights needed"
720813,3312,1,"no weights needed"
720814,3312,1,"no weights needed"
720821,3312,1,"no weights needed"
720822,3312,1,"no weights needed"
720823,3312,1,"no weights needed"
720824,3312,1,"no weights needed"
720825,3312,1,"no weights needed"
720826,3312,1,"no weights needed"
720827,3312,1,"no weights needed"
720831,3312,1,"no weights needed"
720832,3312,1,"no weights needed"
720833,3312,1,"no weights needed"
720834,3312,1,"no weights needed"
720835,3312,1,"no weights needed"
720836,3312,1,"no weights needed"
720837,3312,1,"no weights needed"
720838,3312,1,"no weights needed"
720839,3312,1,"no weights needed"
720840,3312,1,"no weights needed"
720841,3312,1,"no weights needed"
720842,3312,1,"no weights needed"
720843,3312,1,"no weights needed"
720844,3312,1,"no weights needed"
720845,3312,1,"no weights needed"
720851,3312,1,"no weights needed"
720852,3312,1,"no weights needed"
720853,3312,1,"no weights needed"
720854,3312,1,"no weights needed"
720890,3312,1,"no weights needed"
720911,3312,1,"no weights needed"
720912,3312,1,"no weights needed"
720913,3312,1,"no weights needed"
720914,3312,1,"no weights needed"
720915,3312,1,"no weights needed"
720916,3312,1,"no weights needed"
720917,3312,1,"no weights needed"
720918,3312,1,"no weights needed"
720921,3312,1,"no weights needed"
720922,3312,1,"no weights needed"
720923,3312,1,"no weights needed"
720924,3312,1,"no weights needed"
720925,3312,1,"no weights needed"
720926,3312,1,"no weights needed"
720927,3312,1,"no weights needed"
720928,3312,1,"no weights needed"
720931,3312,1,"no weights needed"
720932,3312,1,"no weights needed"
720933,3312,1,"no weights needed"
720934,3312,1,"no weights needed"
720941,3312,1,"no weights needed"
720942,3312,1,"no weights needed"
720943,3312,1,"no weights needed"
720944,3312,1,"no weights needed"
720990,3312,1,"no weights needed"
721011,3312,1,"no weights needed"
721012,3312,1,"no weights needed"
721020,3312,1,"no weights needed"
721030,3312,1,"no weights needed"
721031,3312,1,"no weights needed"
721039,3312,1,"no weights needed"
721041,3312,1,"no weights needed"
721049,3312,1,"no weights needed"
721050,3312,1,"no weights needed"
721060,3312,1,"no weights needed"
721061,3312,1,"no weights needed"
721069,3312,1,"no weights needed"
721070,3312,1,"no weights needed"
721090,3312,1,"no weights needed"
721111,3312,1,"no weights needed"
721112,3312,1,"no weights needed"
721113,3312,1,"no weights needed"
721114,3312,1,"no weights needed"
721119,3312,1,"no weights needed"
721121,3312,1,"no weights needed"
721122,3312,1,"no weights needed"
721123,3312,1,"no weights needed"
721129,3312,1,"no weights needed"
721130,3312,1,"no weights needed"
721141,3312,1,"no weights needed"
721149,3312,1,"no weights needed"
721190,3312,1,"no weights needed"
721210,3312,1,"no weights needed"
721220,3312,1,"no weights needed"
721221,3312,1,"no weights needed"
721229,3312,1,"no weights needed"
721230,3312,1,"no weights needed"
721240,3312,1,"no weights needed"
721250,3312,1,"no weights needed"
721260,3312,1,"no weights needed"
721310,3312,1,"no weights needed"
721320,3312,1,"no weights needed"
721331,3312,1,"no weights needed"
721339,3312,1,"no weights needed"
721341,3312,1,"no weights needed"
721349,3312,1,"no weights needed"
721350,3312,1,"no weights needed"
721391,3312,1,"no weights needed"
721399,3312,1,"no weights needed"
721410,3312,1,"no weights needed"
721420,3312,1,"no weights needed"
721430,3312,1,"no weights needed"
721440,3312,1,"no weights needed"
721450,3312,1,"no weights needed"
721460,3312,1,"no weights needed"
721491,3312,1,"no weights needed"
721499,3312,1,"no weights needed"
721510,3312,1,"no weights needed"
721520,3312,1,"no weights needed"
721530,3312,1,"no weights needed"
721540,3312,1,"no weights needed"
721550,3312,1,"no weights needed"
721590,3312,1,"no weights needed"
721610,3312,1,"no weights needed"
721621,3312,1,"no weights needed"
721622,3312,1,"no weights needed"
721631,3312,1,"no weights needed"
721632,3312,1,"no weights needed"
721633,3312,1,"no weights needed"
721640,3312,1,"no weights needed"
721650,3312,1,"no weights needed"
721660,3312,1,"no weights needed"
721661,3312,1,"no weights needed"
721669,3312,1,"no weights needed"
721690,3312,1,"no weights needed"
721691,3312,1,"no weights needed"
721699,3312,1,"no weights needed"
721710,3315,1,"no weights needed"
721711,3315,1,"no weights needed"
721712,3315,1,"no weights needed"
721713,3315,1,"no weights needed"
721719,3315,1,"no weights needed"
721720,3315,1,"no weights needed"
721721,3315,1,"no weights needed"
721722,3315,1,"no weights needed"
721723,3315,1,"no weights needed"
721729,3315,1,"no weights needed"
721730,3315,1,"no weights needed"
721731,3315,1,"no weights needed"
721732,3315,1,"no weights needed"
721733,3315,1,"no weights needed"
721739,3315,1,"no weights needed"
721790,3315,1,"no weights needed"
721810,3312,1,"no weights needed"
721890,3312,1,"no weights needed"
721891,3312,1,"no weights needed"
721899,3312,1,"no weights needed"
721911,3312,1,"no weights needed"
721912,3312,1,"no weights needed"
721913,3312,1,"no weights needed"
721914,3312,1,"no weights needed"
721921,3312,1,"no weights needed"
721922,3312,1,"no weights needed"
721923,3312,1,"no weights needed"
721924,3312,1,"no weights needed"
721931,3312,1,"no weights needed"
721932,3312,1,"no weights needed"
721933,3312,1,"no weights needed"
721934,3312,1,"no weights needed"
721935,3312,1,"no weights needed"
721990,3312,1,"no weights needed"
722011,3312,1,"no weights needed"
722012,3312,1,"no weights needed"
722020,3312,1,"no weights needed"
722090,3312,1,"no weights needed"
722100,3312,1,"no weights needed"
722210,3312,1,"no weights needed"
722211,3312,1,"no weights needed"
722219,3312,1,"no weights needed"
722220,3312,1,"no weights needed"
722230,3312,1,"no weights needed"
722240,3312,1,"no weights needed"
722300,3315,1,"no weights needed"
722410,3312,1,"no weights needed"
722490,3312,1,"no weights needed"
722510,3312,1,"no weights needed"
722511,3312,1,"no weights needed"
722519,3312,1,"no weights needed"
722520,3312,1,"no weights needed"
722530,3312,1,"no weights needed"
722540,3312,1,"no weights needed"
722550,3312,1,"no weights needed"
722590,3312,1,"no weights needed"
722591,3312,1,"no weights needed"
722592,3312,1,"no weights needed"
722599,3312,1,"no weights needed"
722610,3312,1,"no weights needed"
722611,3312,1,"no weights needed"
722619,3312,1,"no weights needed"
722620,3312,1,"no weights needed"
722691,3312,1,"no weights needed"
722692,3312,1,"no weights needed"
722693,3312,1,"no weights needed"
722694,3312,1,"no weights needed"
722699,3312,1,"no weights needed"
722710,3312,1,"no weights needed"
722720,3312,1,"no weights needed"
722790,3312,1,"no weights needed"
722810,3312,1,"no weights needed"
